position_id,trade_id,security,portfolio,expected_quantity,actual_quantity,as_of_date,source,split
3024,TRD103023,HDFCBANK,EQ-CORE-02,250,250,2026-08-07,CUSTODIAN,TRAIN
3025,TRD103024,INFY,EQ-CORE-01,100,100,2026-08-14,CUSTODIAN,TRAIN
3026,TRD103025,HDFCBANK,EQ-ALPHA-03,100,100,2026-08-09,CUSTODIAN,TRAIN
3027,TRD103026,ITC,EQ-INDEX-04,2000,2000,2026-08-05,CUSTODIAN,TRAIN
3028,TRD103027,SBIN,EQ-INDEX-04,100,100,2026-08-15,CUSTODIAN,TEST
3029,TRD103028,HINDUNILVR,EQ-ALPHA-03,1000,1000,2026-08-03,CUSTODIAN,TEST
3030,TRD103029,HDFCBANK,EQ-ALPHA-03,100,100,2026-08-07,CUSTODIAN,TEST
3031,TRD103030,INFY,EQ-CORE-02,500,500,2026-08-10,CUSTODIAN,TRAIN
3032,TRD103031,INFY,EQ-CORE-01,750,750,2026-08-20,CUSTODIAN,TRAIN
3033,TRD103032,ITC,EQ-CORE-01,250,250,2026-08-06,CUSTODIAN,TRAIN
3034,TRD103033,RELIANCE,EQ-INDEX-04,2000,2000,2026-08-15,CUSTODIAN,TRAIN
3035,TRD103034,MARUTI,EQ-ALPHA-03,2000,0,2026-08-17,MISSING,TEST
3036,TRD103035,TCS,EQ-ALPHA-03,250,0,2026-08-03,MISSING,TRAIN
3037,TRD103036,LT,EQ-CORE-02,2000,2000,2026-08-17,CUSTODIAN,TRAIN
3038,TRD103037,LT,EQ-CORE-01,200,174,2026-08-12,CUSTODIAN,TEST
3039,TRD103038,BHARTIARTL,EQ-ALPHA-03,1500,1500,2026-08-11,CUSTODIAN,TRAIN
3040,TRD103039,HDFCBANK,EQ-CORE-01,2000,2000,2026-08-08,CUSTODIAN,TRAIN
3041,TRD103040,TCS,EQ-INDEX-04,250,250,2026-08-03,CUSTODIAN,TRAIN
3042,TRD103041,HDFCBANK,EQ-CORE-01,1000,1000,2026-08-19,CUSTODIAN,TRAIN
3043,TRD103042,ITC,EQ-CORE-01,100,100,2026-08-18,CUSTODIAN,TEST
3044,TRD103043,AXISBANK,EQ-ALPHA-03,250,250,2026-08-20,CUSTODIAN,TRAIN
3045,TRD103044,INFY,EQ-CORE-01,1000,1000,2026-08-05,CUSTODIAN,TRAIN
3046,TRD103045,INFY,EQ-ALPHA-03,250,250,2026-08-14,CUSTODIAN,TEST
3047,TRD103046,HDFCBANK,EQ-ALPHA-03,2000,2000,2026-08-02,CUSTODIAN,TEST
3048,TRD103047,INFY,EQ-ALPHA-03,200,200,2026-08-14,CUSTODIAN,TRAIN
3049,TRD103048,AXISBANK,EQ-CORE-01,1500,1500,2026-08-08,CUSTODIAN,TRAIN
3050,TRD103049,HDFCBANK,EQ-ALPHA-03,750,750,2026-08-16,CUSTODIAN,TRAIN
3051,TRD103050,LT,EQ-CORE-02,1000,1000,2026-08-16,CUSTODIAN,TRAIN
3052,TRD103051,MARUTI,EQ-ALPHA-03,1000,1000,2026-08-14,CUSTODIAN,TRAIN
3053,TRD103052,AXISBANK,EQ-ALPHA-03,1000,1000,2026-08-16,CUSTODIAN,TRAIN
3054,TRD103053,BHARTIARTL,EQ-ALPHA-03,1500,1500,2026-08-08,CUSTODIAN,TRAIN
3055,TRD103054,HDFCBANK,EQ-ALPHA-03,750,750,2026-08-17,CUSTODIAN,TRAIN
3056,TRD103055,INFY,EQ-CORE-01,1000,1000,2026-08-02,CUSTODIAN,TRAIN
3057,TRD103056,SBIN,EQ-CORE-01,200,200,2026-08-21,CUSTODIAN,TRAIN
3058,TRD103057,AXISBANK,EQ-CORE-01,250,250,2026-08-11,CUSTODIAN,TRAIN
3059,TRD103058,TATASTEEL,EQ-ALPHA-03,1500,1500,2026-08-06,CUSTODIAN,TRAIN
3060,TRD103059,HINDUNILVR,EQ-CORE-02,1500,1500,2026-08-09,CUSTODIAN,TRAIN
3061,TRD103060,INFY,EQ-INDEX-04,750,750,2026-08-07,CUSTODIAN,TRAIN
3062,TRD103061,TCS,EQ-CORE-01,1000,1000,2026-08-21,CUSTODIAN,TRAIN
3063,TRD103062,TCS,EQ-CORE-01,500,500,2026-08-05,CUSTODIAN,TRAIN
3064,TRD103063,ICICIBANK,EQ-CORE-01,500,500,2026-08-07,CUSTODIAN,TRAIN
3065,TRD103064,MARUTI,EQ-ALPHA-03,250,250,2026-08-07,CUSTODIAN,TRAIN
3066,TRD103065,LT,EQ-INDEX-04,200,200,2026-08-19,CUSTODIAN,TRAIN
3067,TRD103066,LT,EQ-CORE-01,2000,2000,2026-08-11,CUSTODIAN,TRAIN
3068,TRD103067,LT,EQ-INDEX-04,1000,1000,2026-08-19,CUSTODIAN,TRAIN
3069,TRD103068,ICICIBANK,EQ-INDEX-04,250,250,2026-08-02,CUSTODIAN,TRAIN
3070,TRD103069,AXISBANK,EQ-CORE-02,2000,2000,2026-08-18,CUSTODIAN,TRAIN
3071,TRD103070,LT,EQ-INDEX-04,1000,1000,2026-08-14,CUSTODIAN,TRAIN
3072,TRD103071,MARUTI,EQ-INDEX-04,1500,1500,2026-08-05,CUSTODIAN,TRAIN
3073,TRD103072,HDFCBANK,EQ-CORE-02,750,750,2026-08-05,CUSTODIAN,TRAIN
3074,TRD103073,HINDUNILVR,EQ-CORE-01,250,250,2026-08-08,CUSTODIAN,TRAIN
3075,TRD103074,WIPRO,EQ-ALPHA-03,200,200,2026-08-07,CUSTODIAN,TRAIN
3076,TRD103075,HINDUNILVR,EQ-CORE-01,200,200,2026-08-17,CUSTODIAN,TRAIN
3077,TRD103076,ITC,EQ-ALPHA-03,2000,2000,2026-08-15,CUSTODIAN,TRAIN
3078,TRD103077,KOTAKBANK,EQ-CORE-01,250,250,2026-08-08,CUSTODIAN,TRAIN
3079,TRD103078,HDFCBANK,EQ-CORE-02,1500,1500,2026-08-02,CUSTODIAN,TEST
3080,TRD103079,RELIANCE,EQ-CORE-02,100,100,2026-08-08,CUSTODIAN,TEST
3081,TRD103080,HDFCBANK,EQ-ALPHA-03,1500,1500,2026-08-05,CUSTODIAN,TRAIN
3082,TRD103081,SBIN,EQ-CORE-01,250,250,2026-08-18,CUSTODIAN,TRAIN
3083,TRD103082,LT,EQ-CORE-01,250,250,2026-08-21,CUSTODIAN,TRAIN
3084,TRD103083,ITC,EQ-INDEX-04,1500,0,2026-08-15,MISSING,TRAIN
3085,TRD103084,TATASTEEL,EQ-CORE-02,500,500,2026-08-07,CUSTODIAN,TRAIN
3086,TRD103085,KOTAKBANK,EQ-CORE-01,500,500,2026-08-17,CUSTODIAN,TRAIN
3087,TRD103086,KOTAKBANK,EQ-CORE-02,200,200,2026-08-19,CUSTODIAN,TEST
3088,TRD103087,ITC,EQ-CORE-01,200,200,2026-08-19,CUSTODIAN,TRAIN
3089,TRD103088,TCS,EQ-CORE-02,500,850,2026-08-18,CUSTODIAN,TEST
3090,TRD103089,WIPRO,EQ-CORE-02,250,250,2026-08-19,CUSTODIAN,TRAIN
3091,TRD103090,TATASTEEL,EQ-CORE-01,250,250,2026-08-21,CUSTODIAN,TRAIN
3092,TRD103091,SBIN,EQ-INDEX-04,100,100,2026-08-17,CUSTODIAN,TRAIN
3093,TRD103092,KOTAKBANK,EQ-ALPHA-03,100,100,2026-08-22,CUSTODIAN,TRAIN
3094,TRD103093,RELIANCE,EQ-CORE-01,200,240,2026-08-10,CUSTODIAN,TRAIN
3095,TRD103094,ITC,EQ-CORE-01,2000,2000,2026-08-05,CUSTODIAN,TEST
3096,TRD103095,AXISBANK,EQ-CORE-02,1500,1500,2026-08-19,CUSTODIAN,TRAIN
3097,TRD103096,SBIN,EQ-CORE-02,2000,2000,2026-08-02,CUSTODIAN,TRAIN
3098,TRD103097,BHARTIARTL,EQ-INDEX-04,1000,2300,2026-08-14,CUSTODIAN,TEST
3099,TRD103098,AXISBANK,EQ-ALPHA-03,1000,1000,2026-08-05,CUSTODIAN,TRAIN
3100,TRD103099,HDFCBANK,EQ-CORE-02,750,750,2026-08-20,CUSTODIAN,TRAIN
3101,TRD103100,SBIN,EQ-CORE-01,500,500,2026-08-15,CUSTODIAN,TRAIN
3102,TRD103101,WIPRO,EQ-CORE-01,750,750,2026-08-20,CUSTODIAN,TRAIN
3103,TRD103102,ICICIBANK,EQ-INDEX-04,2000,2000,2026-08-21,CUSTODIAN,TRAIN
3104,TRD103103,TCS,EQ-CORE-01,2000,2000,2026-08-14,CUSTODIAN,TRAIN
3105,TRD103104,LT,EQ-ALPHA-03,2000,2000,2026-08-17,CUSTODIAN,TRAIN
3106,TRD103105,BHARTIARTL,EQ-ALPHA-03,750,750,2026-08-18,CUSTODIAN,TRAIN
3107,TRD103106,BHARTIARTL,EQ-ALPHA-03,2000,2000,2026-08-17,CUSTODIAN,TRAIN
3108,TRD103107,BHARTIARTL,EQ-CORE-01,200,200,2026-08-11,CUSTODIAN,TRAIN
3109,TRD103108,ICICIBANK,EQ-INDEX-04,1000,1000,2026-08-21,CUSTODIAN,TRAIN
3110,TRD103109,SBIN,EQ-INDEX-04,250,250,2026-08-03,CUSTODIAN,TRAIN
3111,TRD103110,ITC,EQ-CORE-01,100,100,2026-08-11,CUSTODIAN,TRAIN
3112,TRD103111,MARUTI,EQ-CORE-01,250,250,2026-08-10,CUSTODIAN,TRAIN
3113,TRD103112,RELIANCE,EQ-INDEX-04,500,500,2026-08-03,CUSTODIAN,TRAIN
3114,TRD103113,KOTAKBANK,EQ-CORE-01,500,500,2026-08-17,CUSTODIAN,TRAIN
3115,TRD103114,BHARTIARTL,EQ-CORE-01,500,500,2026-08-16,CUSTODIAN,TRAIN
3116,TRD103115,RELIANCE,EQ-INDEX-04,500,500,2026-08-13,CUSTODIAN,TRAIN
3117,TRD103116,TCS,EQ-INDEX-04,1000,1000,2026-08-02,CUSTODIAN,TRAIN
3118,TRD103117,TCS,EQ-ALPHA-03,750,750,2026-08-08,CUSTODIAN,TRAIN
3119,TRD103118,ITC,EQ-CORE-01,100,170,2026-08-17,CUSTODIAN,TEST
3120,TRD103119,LT,EQ-CORE-01,2000,2000,2026-08-22,CUSTODIAN,TEST
3121,TRD103120,KOTAKBANK,EQ-CORE-02,500,500,2026-08-05,CUSTODIAN,TRAIN
3122,TRD103121,TATASTEEL,EQ-CORE-01,750,750,2026-08-10,CUSTODIAN,TEST
3123,TRD103122,ITC,EQ-INDEX-04,750,750,2026-08-15,CUSTODIAN,TRAIN
3124,TRD103123,INFY,EQ-CORE-02,750,750,2026-08-14,CUSTODIAN,TEST
3125,TRD103124,SBIN,EQ-CORE-02,1000,1000,2026-08-15,CUSTODIAN,TEST
3126,TRD103125,TATASTEEL,EQ-CORE-01,1500,1500,2026-08-07,CUSTODIAN,TEST
3127,TRD103126,SBIN,EQ-ALPHA-03,500,500,2026-08-22,CUSTODIAN,TRAIN
3128,TRD103127,HINDUNILVR,EQ-INDEX-04,100,100,2026-08-11,CUSTODIAN,TEST
3129,TRD103128,LT,EQ-CORE-02,750,750,2026-08-12,CUSTODIAN,TRAIN
3130,TRD103129,SBIN,EQ-CORE-02,250,250,2026-08-09,CUSTODIAN,TRAIN
3131,TRD103130,RELIANCE,EQ-ALPHA-03,2000,2000,2026-08-06,CUSTODIAN,TRAIN
3132,TRD103131,HDFCBANK,EQ-CORE-01,200,200,2026-08-21,CUSTODIAN,TRAIN
3133,TRD103132,BHARTIARTL,EQ-INDEX-04,250,250,2026-08-04,CUSTODIAN,TRAIN
3134,TRD103133,TATASTEEL,EQ-CORE-02,250,250,2026-08-16,CUSTODIAN,TRAIN
3135,TRD103134,HINDUNILVR,EQ-CORE-02,750,750,2026-08-19,CUSTODIAN,TRAIN
3136,TRD103135,LT,EQ-ALPHA-03,1000,1000,2026-08-12,CUSTODIAN,TRAIN
3137,TRD103136,INFY,EQ-ALPHA-03,750,750,2026-08-13,CUSTODIAN,TRAIN
3138,TRD103137,BHARTIARTL,EQ-ALPHA-03,200,200,2026-08-12,CUSTODIAN,TRAIN
3139,TRD103138,ITC,EQ-CORE-01,200,200,2026-08-03,CUSTODIAN,TEST
3140,TRD103139,ICICIBANK,EQ-ALPHA-03,200,200,2026-08-16,CUSTODIAN,TRAIN
3141,TRD103140,HDFCBANK,EQ-ALPHA-03,1000,1000,2026-08-13,CUSTODIAN,TRAIN
3142,TRD103141,MARUTI,EQ-ALPHA-03,750,750,2026-08-16,CUSTODIAN,TRAIN
3143,TRD103142,WIPRO,EQ-CORE-02,2000,2000,2026-08-11,CUSTODIAN,TRAIN
3144,TRD103143,SBIN,EQ-CORE-02,500,500,2026-08-19,CUSTODIAN,TEST
3145,TRD103144,TCS,EQ-CORE-02,500,500,2026-08-04,CUSTODIAN,TRAIN
3146,TRD103145,MARUTI,EQ-INDEX-04,250,250,2026-08-03,CUSTODIAN,TRAIN
3147,TRD103146,HINDUNILVR,EQ-INDEX-04,200,200,2026-08-07,CUSTODIAN,TRAIN
3148,TRD103147,RELIANCE,EQ-ALPHA-03,750,750,2026-08-15,CUSTODIAN,TRAIN
3149,TRD103148,SBIN,EQ-ALPHA-03,250,250,2026-08-11,CUSTODIAN,TRAIN
3150,TRD103149,TATASTEEL,EQ-CORE-01,1000,1000,2026-08-17,CUSTODIAN,TRAIN
3151,TRD103150,LT,EQ-ALPHA-03,200,200,2026-08-17,CUSTODIAN,TRAIN
3152,TRD103151,MARUTI,EQ-INDEX-04,1500,1500,2026-08-17,CUSTODIAN,TRAIN
3153,TRD103152,AXISBANK,EQ-CORE-02,1500,4200,2026-08-04,CUSTODIAN,TEST
3154,TRD103153,MARUTI,EQ-ALPHA-03,1500,1500,2026-08-21,CUSTODIAN,TRAIN
3155,TRD103154,KOTAKBANK,EQ-CORE-01,1500,1500,2026-08-12,CUSTODIAN,TRAIN
3156,TRD103155,TCS,EQ-INDEX-04,100,100,2026-08-19,CUSTODIAN,TRAIN
3157,TRD103156,AXISBANK,EQ-ALPHA-03,100,100,2026-08-09,CUSTODIAN,TEST
3158,TRD103157,TCS,EQ-ALPHA-03,200,200,2026-08-15,CUSTODIAN,TEST
3159,TRD103158,INFY,EQ-ALPHA-03,750,750,2026-08-18,CUSTODIAN,TRAIN
3160,TRD103159,AXISBANK,EQ-INDEX-04,1000,1000,2026-08-19,CUSTODIAN,TRAIN
3161,TRD103160,KOTAKBANK,EQ-CORE-01,1000,1000,2026-08-07,CUSTODIAN,TRAIN
3162,TRD103161,INFY,EQ-CORE-01,250,250,2026-08-20,CUSTODIAN,TRAIN
3163,TRD103162,ICICIBANK,EQ-INDEX-04,500,500,2026-08-16,CUSTODIAN,TRAIN
3164,TRD103163,TATASTEEL,EQ-ALPHA-03,1000,1000,2026-08-18,CUSTODIAN,TRAIN
3165,TRD103164,HINDUNILVR,EQ-INDEX-04,200,200,2026-08-08,CUSTODIAN,TRAIN
3166,TRD103165,LT,EQ-CORE-02,1500,1500,2026-08-05,CUSTODIAN,TRAIN
3167,TRD103166,KOTAKBANK,EQ-INDEX-04,100,124,2026-08-18,CUSTODIAN,TRAIN
3168,TRD103167,HINDUNILVR,EQ-CORE-01,200,200,2026-08-21,CUSTODIAN,TRAIN
3169,TRD103168,TATASTEEL,EQ-CORE-02,1000,1000,2026-08-02,CUSTODIAN,TRAIN
3170,TRD103169,ITC,EQ-CORE-02,2000,2000,2026-08-13,CUSTODIAN,TRAIN
3171,TRD103170,TATASTEEL,EQ-CORE-01,1500,1500,2026-08-09,CUSTODIAN,TEST
3172,TRD103171,WIPRO,EQ-CORE-01,100,100,2026-08-16,CUSTODIAN,TRAIN
3173,TRD103172,HDFCBANK,EQ-CORE-01,250,250,2026-08-02,CUSTODIAN,TRAIN
3174,TRD103173,AXISBANK,EQ-CORE-02,500,500,2026-08-04,CUSTODIAN,TEST
3175,TRD103174,MARUTI,EQ-ALPHA-03,2000,2000,2026-08-22,CUSTODIAN,TRAIN
3176,TRD103175,HDFCBANK,EQ-ALPHA-03,1500,1500,2026-08-03,CUSTODIAN,TRAIN
3177,TRD103176,MARUTI,EQ-CORE-02,200,200,2026-08-12,CUSTODIAN,TRAIN
3178,TRD103177,HDFCBANK,EQ-INDEX-04,2000,2000,2026-08-04,CUSTODIAN,TEST
3179,TRD103178,BHARTIARTL,EQ-CORE-02,1500,1500,2026-08-17,CUSTODIAN,TRAIN
3180,TRD103179,LT,EQ-CORE-02,1500,1500,2026-08-08,CUSTODIAN,TRAIN
3181,TRD103180,WIPRO,EQ-INDEX-04,100,100,2026-08-19,CUSTODIAN,TEST
3182,TRD103181,SBIN,EQ-ALPHA-03,750,750,2026-08-09,CUSTODIAN,TRAIN
3183,TRD103182,MARUTI,EQ-CORE-02,1500,1500,2026-08-17,CUSTODIAN,TRAIN
3184,TRD103183,SBIN,EQ-INDEX-04,200,200,2026-08-11,CUSTODIAN,TRAIN
3185,TRD103184,KOTAKBANK,EQ-INDEX-04,250,250,2026-08-09,CUSTODIAN,TRAIN
3186,TRD103185,ITC,EQ-INDEX-04,100,100,2026-08-19,CUSTODIAN,TRAIN
3187,TRD103186,BHARTIARTL,EQ-CORE-02,100,100,2026-08-09,CUSTODIAN,TRAIN
3188,TRD103187,BHARTIARTL,EQ-CORE-01,750,750,2026-08-15,CUSTODIAN,TEST
3189,TRD103188,AXISBANK,EQ-CORE-02,2000,2000,2026-08-12,CUSTODIAN,TRAIN
3190,TRD103189,LT,EQ-ALPHA-03,750,750,2026-08-10,CUSTODIAN,TRAIN
3191,TRD103190,RELIANCE,EQ-CORE-02,500,500,2026-08-19,CUSTODIAN,TRAIN
3192,TRD103191,HDFCBANK,EQ-CORE-02,100,100,2026-08-17,CUSTODIAN,TRAIN
3193,TRD103192,INFY,EQ-ALPHA-03,200,200,2026-08-10,CUSTODIAN,TRAIN
3194,TRD103193,TCS,EQ-INDEX-04,500,500,2026-08-08,CUSTODIAN,TRAIN
3195,TRD103194,BHARTIARTL,EQ-CORE-01,2000,2000,2026-08-21,CUSTODIAN,TRAIN
3196,TRD103195,INFY,EQ-ALPHA-03,750,750,2026-08-18,CUSTODIAN,TEST
3197,TRD103196,HINDUNILVR,EQ-INDEX-04,1000,1000,2026-08-09,CUSTODIAN,TRAIN
3198,TRD103197,MARUTI,EQ-CORE-01,2000,2000,2026-08-10,CUSTODIAN,TRAIN
3199,TRD103198,HINDUNILVR,EQ-CORE-01,200,200,2026-08-14,CUSTODIAN,TRAIN
3200,TRD103199,ICICIBANK,EQ-INDEX-04,500,500,2026-08-18,CUSTODIAN,TRAIN
3201,TRD103200,LT,EQ-CORE-02,2000,2000,2026-08-13,CUSTODIAN,TRAIN
3202,TRD103201,HDFCBANK,EQ-CORE-01,1500,1500,2026-08-17,CUSTODIAN,TRAIN
3203,TRD103202,TCS,EQ-CORE-01,500,500,2026-08-21,CUSTODIAN,TRAIN
3204,TRD103203,HDFCBANK,EQ-CORE-02,1500,1500,2026-08-07,CUSTODIAN,TEST
3205,TRD103204,INFY,EQ-ALPHA-03,1000,1000,2026-08-07,CUSTODIAN,TEST
3206,TRD103205,KOTAKBANK,EQ-CORE-01,250,250,2026-08-09,CUSTODIAN,TEST
3207,TRD103206,ITC,EQ-CORE-01,2000,2000,2026-08-10,CUSTODIAN,TRAIN
3208,TRD103207,RELIANCE,EQ-CORE-02,2000,2000,2026-08-10,CUSTODIAN,TRAIN
3209,TRD103208,ICICIBANK,EQ-CORE-01,1000,1000,2026-08-09,CUSTODIAN,TRAIN
3210,TRD103209,AXISBANK,EQ-CORE-02,2000,2000,2026-08-11,CUSTODIAN,TEST
3211,TRD103210,HINDUNILVR,EQ-INDEX-04,750,750,2026-08-16,CUSTODIAN,TRAIN
3212,TRD103211,WIPRO,EQ-CORE-02,1500,1500,2026-08-20,CUSTODIAN,TRAIN
3213,TRD103212,INFY,EQ-CORE-02,1000,1000,2026-08-17,CUSTODIAN,TEST
3214,TRD103213,ICICIBANK,EQ-CORE-02,100,100,2026-08-22,CUSTODIAN,TRAIN
3215,TRD103214,BHARTIARTL,EQ-CORE-01,200,200,2026-08-21,CUSTODIAN,TEST
3216,TRD103215,ICICIBANK,EQ-INDEX-04,1500,1500,2026-08-06,CUSTODIAN,TEST
3217,TRD103216,RELIANCE,EQ-INDEX-04,2000,2000,2026-08-19,CUSTODIAN,TRAIN
3218,TRD103217,RELIANCE,EQ-ALPHA-03,250,250,2026-08-03,CUSTODIAN,TRAIN
3219,TRD103218,BHARTIARTL,EQ-ALPHA-03,1500,1500,2026-08-04,CUSTODIAN,TEST
3220,TRD103219,BHARTIARTL,EQ-ALPHA-03,100,100,2026-08-16,CUSTODIAN,TRAIN
3221,TRD103220,RELIANCE,EQ-CORE-01,200,200,2026-08-06,CUSTODIAN,TRAIN
3222,TRD103221,HINDUNILVR,EQ-CORE-02,2000,2000,2026-08-17,CUSTODIAN,TRAIN
3223,TRD103222,KOTAKBANK,EQ-CORE-02,2000,2000,2026-08-04,CUSTODIAN,TRAIN
3224,TRD103223,AXISBANK,EQ-INDEX-04,100,100,2026-08-17,CUSTODIAN,TRAIN
3225,TRD103224,INFY,EQ-ALPHA-03,250,250,2026-08-10,CUSTODIAN,TEST
3226,TRD103225,HINDUNILVR,EQ-CORE-02,200,200,2026-08-05,CUSTODIAN,TEST
3227,TRD103226,ITC,EQ-INDEX-04,100,0,2026-08-11,MISSING,TEST
3228,TRD103227,INFY,EQ-CORE-02,500,500,2026-08-11,CUSTODIAN,TRAIN
3229,TRD103228,INFY,EQ-ALPHA-03,200,248,2026-08-02,CUSTODIAN,TRAIN
3230,TRD103229,HDFCBANK,EQ-CORE-01,750,750,2026-08-06,CUSTODIAN,TRAIN
3231,TRD103230,ICICIBANK,EQ-INDEX-04,2000,2000,2026-08-17,CUSTODIAN,TRAIN
3232,TRD103231,HDFCBANK,EQ-ALPHA-03,250,250,2026-08-22,CUSTODIAN,TRAIN
3233,TRD103232,HDFCBANK,EQ-INDEX-04,250,250,2026-08-04,CUSTODIAN,TRAIN
3234,TRD103233,WIPRO,EQ-ALPHA-03,100,100,2026-08-06,CUSTODIAN,TRAIN
3235,TRD103234,AXISBANK,EQ-CORE-01,1000,1000,2026-08-03,CUSTODIAN,TRAIN
3236,TRD103235,AXISBANK,EQ-CORE-01,200,200,2026-08-19,CUSTODIAN,TRAIN
3237,TRD103236,HINDUNILVR,EQ-ALPHA-03,1500,1500,2026-08-14,CUSTODIAN,TRAIN
3238,TRD103237,ICICIBANK,EQ-INDEX-04,2000,2000,2026-08-18,CUSTODIAN,TRAIN
3239,TRD103238,HDFCBANK,EQ-ALPHA-03,2000,2000,2026-08-03,CUSTODIAN,TRAIN
3240,TRD103239,ITC,EQ-CORE-01,750,750,2026-08-09,CUSTODIAN,TRAIN
3241,TRD103240,AXISBANK,EQ-CORE-02,100,100,2026-08-21,CUSTODIAN,TRAIN
3242,TRD103241,BHARTIARTL,EQ-CORE-02,750,750,2026-08-15,CUSTODIAN,TEST
3243,TRD103242,AXISBANK,EQ-ALPHA-03,250,250,2026-08-12,CUSTODIAN,TRAIN
3244,TRD103243,LT,EQ-CORE-02,1500,0,2026-08-03,MISSING,TRAIN
3245,TRD103244,HDFCBANK,EQ-CORE-02,1500,1035,2026-08-15,CUSTODIAN,TRAIN
3246,TRD103245,INFY,EQ-INDEX-04,200,200,2026-08-08,CUSTODIAN,TRAIN
3247,TRD103246,MARUTI,EQ-CORE-02,100,100,2026-08-12,CUSTODIAN,TEST
3248,TRD103247,RELIANCE,EQ-INDEX-04,100,100,2026-08-19,CUSTODIAN,TRAIN
3249,TRD103248,HINDUNILVR,EQ-CORE-02,750,750,2026-08-14,CUSTODIAN,TRAIN
3250,TRD103249,AXISBANK,EQ-CORE-01,100,100,2026-08-18,CUSTODIAN,TRAIN
3251,TRD103250,ICICIBANK,EQ-CORE-01,200,248,2026-08-02,CUSTODIAN,TRAIN
3252,TRD103251,AXISBANK,EQ-INDEX-04,250,250,2026-08-06,CUSTODIAN,TEST
3253,TRD103252,TATASTEEL,EQ-INDEX-04,2000,2000,2026-08-20,CUSTODIAN,TRAIN
3254,TRD103253,BHARTIARTL,EQ-CORE-01,100,100,2026-08-12,CUSTODIAN,TRAIN
3255,TRD103254,ITC,EQ-CORE-01,750,750,2026-08-03,CUSTODIAN,TRAIN
3256,TRD103255,KOTAKBANK,EQ-CORE-02,500,500,2026-08-05,CUSTODIAN,TRAIN
3257,TRD103256,TCS,EQ-CORE-01,200,200,2026-08-04,CUSTODIAN,TRAIN
3258,TRD103257,WIPRO,EQ-ALPHA-03,750,750,2026-08-06,CUSTODIAN,TRAIN
3259,TRD103258,RELIANCE,EQ-ALPHA-03,500,390,2026-08-02,CUSTODIAN,TEST
3260,TRD103259,SBIN,EQ-INDEX-04,500,500,2026-08-15,CUSTODIAN,TEST
3261,TRD103260,BHARTIARTL,EQ-INDEX-04,750,750,2026-08-10,CUSTODIAN,TRAIN
3262,TRD103261,INFY,EQ-ALPHA-03,100,130,2026-08-19,CUSTODIAN,TRAIN
3263,TRD103262,HINDUNILVR,EQ-CORE-02,250,250,2026-08-19,CUSTODIAN,TRAIN
3264,TRD103263,KOTAKBANK,EQ-CORE-01,500,500,2026-08-21,CUSTODIAN,TRAIN
3265,TRD103264,TATASTEEL,EQ-CORE-01,1500,1500,2026-08-18,CUSTODIAN,TRAIN
3266,TRD103265,ICICIBANK,EQ-ALPHA-03,1000,1000,2026-08-16,CUSTODIAN,TEST
3267,TRD103266,BHARTIARTL,EQ-INDEX-04,750,750,2026-08-09,CUSTODIAN,TRAIN
3268,TRD103267,RELIANCE,EQ-CORE-02,750,750,2026-08-21,CUSTODIAN,TRAIN
3269,TRD103268,TCS,EQ-CORE-02,200,200,2026-08-04,CUSTODIAN,TEST
3270,TRD103269,SBIN,EQ-CORE-01,100,100,2026-08-14,CUSTODIAN,TRAIN
3271,TRD103270,ITC,EQ-INDEX-04,250,250,2026-08-10,CUSTODIAN,TRAIN
3272,TRD103271,RELIANCE,EQ-CORE-02,200,200,2026-08-09,CUSTODIAN,TEST
3273,TRD103272,TCS,EQ-CORE-02,100,100,2026-08-07,CUSTODIAN,TEST
3274,TRD103273,TCS,EQ-ALPHA-03,1000,1000,2026-08-02,CUSTODIAN,TRAIN
3275,TRD103274,RELIANCE,EQ-CORE-02,2000,2000,2026-08-15,CUSTODIAN,TRAIN
3276,TRD103275,ICICIBANK,EQ-CORE-02,1500,1500,2026-08-12,CUSTODIAN,TRAIN
3277,TRD103276,ITC,EQ-INDEX-04,1500,0,2026-08-22,MISSING,TRAIN
3278,TRD103277,TCS,EQ-INDEX-04,200,200,2026-08-02,CUSTODIAN,TRAIN
3279,TRD103278,WIPRO,EQ-CORE-02,750,750,2026-08-06,CUSTODIAN,TRAIN
3280,TRD103279,LT,EQ-CORE-02,1500,1500,2026-08-15,CUSTODIAN,TRAIN
3281,TRD103280,SBIN,EQ-CORE-02,200,200,2026-08-06,CUSTODIAN,TRAIN
3282,TRD103281,ITC,EQ-INDEX-04,100,100,2026-08-15,CUSTODIAN,TEST
3283,TRD103282,TATASTEEL,EQ-CORE-01,1500,1500,2026-08-06,CUSTODIAN,TEST
3284,TRD103283,TATASTEEL,EQ-ALPHA-03,1500,1500,2026-08-16,CUSTODIAN,TRAIN
3285,TRD103284,ITC,EQ-CORE-01,2000,2000,2026-08-07,CUSTODIAN,TRAIN
3286,TRD103285,SBIN,EQ-ALPHA-03,100,124,2026-08-05,CUSTODIAN,TRAIN
3287,TRD103286,ICICIBANK,EQ-CORE-02,250,250,2026-08-12,CUSTODIAN,TEST
3288,TRD103287,RELIANCE,EQ-CORE-02,750,750,2026-08-14,CUSTODIAN,TRAIN
3289,TRD103288,INFY,EQ-ALPHA-03,200,200,2026-08-22,CUSTODIAN,TRAIN
