trade_id,trade_date,security,isin,ticker,quantity,price,trade_value,counterparty,portfolio,booking_status,settlement_date,side,confirmed_price,confirmed_quantity,confirmed_trade_date,confirmed_counterparty,confirmation_status,split
TRD102503,2026-08-02,LT,INE102503,LT,1500,3696.37,5544555.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-03,SELL,3696.37,1500,2026-08-02,KOTAK-CUST,RECEIVED,TRAIN
TRD102504,2026-08-14,HDFCBANK,INE102504,HDFCBANK,2000,1682.5,3365000.0,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-15,BUY,1682.5,2000,2026-08-14,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102505,2026-08-01,TCS,INE102505,TCS,250,4117.72,1029430.0,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-02,BUY,4117.72,250,2026-08-01,ICICI-CUST,RECEIVED,TEST
TRD102506,2026-08-13,LT,INE102506,LT,500,3675.05,1837525.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-14,BUY,3675.05,500,2026-08-13,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD102507,2026-08-03,BHARTIARTL,INE102507,BHARTIARTL,250,1693.53,423382.5,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-04,BUY,1693.53,250,2026-08-03,KOTAK-CUST,RECEIVED,TRAIN
TRD102508,2026-08-11,INFY,INE102508,INFY,500,1885.65,942825.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-12,SELL,1885.65,500,2026-08-11,KOTAK-CUST,RECEIVED,TEST
TRD102509,2026-08-04,LT,INE102509,LT,250,3677.8,919450.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-05,SELL,3677.8,250,2026-08-04,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102510,2026-08-17,HINDUNILVR,INE102510,HINDUNILVR,250,2748.93,687232.5,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-18,BUY,2748.93,250,2026-08-17,KOTAK-CUST,RECEIVED,TRAIN
TRD102511,2026-08-18,TCS,INE102511,TCS,500,4112.67,2056335.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-19,BUY,4112.67,500,2026-08-18,ICICI-CUST,RECEIVED,TRAIN
TRD102512,2026-08-18,SBIN,INE102512,SBIN,750,843.38,632535.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-19,SELL,843.38,750,2026-08-18,ICICI-CUST,RECEIVED,TRAIN
TRD102513,2026-08-12,RELIANCE,INE102513,RELIANCE,500,2842.91,1421455.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-13,BUY,2842.91,500,2026-08-12,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102514,2026-08-01,TCS,INE102514,TCS,1000,4118.75,4118750.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-02,SELL,4118.75,1000,2026-08-01,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102515,2026-08-10,AXISBANK,INE102515,AXISBANK,200,1183.83,236766.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-11,BUY,1183.83,200,2026-08-10,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102516,2026-08-19,WIPRO,INE102516,WIPRO,2000,613.35,1226700.0,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-20,SELL,613.35,2000,2026-08-19,HDFC-CUST,RECEIVED,TRAIN
TRD102517,2026-08-10,HINDUNILVR,INE102517,HINDUNILVR,1500,2755.75,4133625.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-11,BUY,2755.75,1500,2026-08-11,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102518,2026-08-12,TATASTEEL,INE102518,TATASTEEL,750,171.84,128880.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-13,BUY,171.84,750,2026-08-12,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD102519,2026-08-10,INFY,INE102519,INFY,1000,1891.54,1891540.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-11,BUY,1924.66,925,2026-08-10,ICICI-CUST,RECEIVED,TEST
TRD102520,2026-08-08,INFY,INE102520,INFY,500,1882.9,941450.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-09,SELL,1882.9,500,2026-08-08,KOTAK-CUST,RECEIVED,TRAIN
TRD102521,2026-08-01,BHARTIARTL,INE102521,BHARTIARTL,100,1688.84,168884.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-02,BUY,1728.95,100,2026-08-01,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102522,2026-08-14,BHARTIARTL,INE102522,BHARTIARTL,200,1689.68,337936.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-15,BUY,1689.68,200,2026-08-14,ICICI-CUST,RECEIVED,TRAIN
TRD102523,2026-08-08,WIPRO,INE102523,WIPRO,500,609.19,304595.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-09,SELL,609.19,500,2026-08-08,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102524,2026-08-17,KOTAKBANK,INE102524,KOTAKBANK,1000,1958.64,1958640.0,HDFC-CUST,EQ-CORE-01,BOOKED,2026-08-18,SELL,1958.64,1000,2026-08-17,HDFC-CUST,RECEIVED,TRAIN
TRD102525,2026-08-14,MARUTI,INE102525,MARUTI,100,13031.56,1303156.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-15,BUY,13031.56,100,2026-08-14,NOMURA-BROKER,RECEIVED,TRAIN
TRD102526,2026-08-18,TATASTEEL,INE102526,TATASTEEL,1500,172.18,258270.0,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-19,SELL,172.18,1500,2026-08-18,HDFC-CUST,RECEIVED,TRAIN
TRD102527,2026-08-09,LT,INE102527,LT,250,3677.73,919432.5,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-10,SELL,3677.73,250,2026-08-09,ICICI-CUST,RECEIVED,TEST
TRD102528,2026-08-07,SBIN,INE102528,SBIN,1500,846.7,1270050.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-08,SELL,846.7,1500,2026-08-07,ICICI-CUST,RECEIVED,TRAIN
TRD102529,2026-08-17,TCS,INE102529,TCS,250,4131.73,1032932.5,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-18,BUY,4131.73,250,2026-08-17,HDFC-CUST,RECEIVED,TRAIN
TRD102530,2026-08-13,ICICIBANK,INE102530,ICICIBANK,500,1244.24,622120.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-14,BUY,1244.24,500,2026-08-13,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102531,2026-08-09,AXISBANK,INE102531,AXISBANK,750,1184.38,888285.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-10,BUY,1184.38,750,2026-08-10,NOMURA-BROKER,RECEIVED,TRAIN
TRD102532,2026-08-08,MARUTI,INE102532,MARUTI,250,12977.2,3244300.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-09,SELL,12977.2,250,2026-08-08,ICICI-CUST,RECEIVED,TRAIN
TRD102533,2026-08-13,AXISBANK,INE102533,AXISBANK,1500,1185.06,1777590.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-14,BUY,1185.06,1500,2026-08-13,ICICI-CUST,RECEIVED,TRAIN
TRD102534,2026-08-03,MARUTI,INE102534,MARUTI,1500,12980.51,19470765.0,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-04,SELL,12980.51,1500,2026-08-03,ICICI-CUST,RECEIVED,TRAIN
TRD102535,2026-08-03,MARUTI,INE102535,MARUTI,100,12921.32,1292132.0,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-04,SELL,12921.32,100,2026-08-03,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102536,2026-08-03,TCS,INE102536,TCS,750,4126.1,3094575.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-04,BUY,4126.1,750,2026-08-03,NOMURA-BROKER,RECEIVED,TRAIN
TRD102537,2026-08-21,ITC,INE102537,ITC,1500,470.18,705270.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-22,SELL,470.18,1500,2026-08-21,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102538,2026-08-02,KOTAKBANK,INE102538,KOTAKBANK,1500,1958.18,2937270.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-03,BUY,1958.18,1500,2026-08-02,NOMURA-BROKER,RECEIVED,TRAIN
TRD102539,2026-08-16,KOTAKBANK,INE102539,KOTAKBANK,750,1951.2,1463400.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-17,SELL,1951.2,750,2026-08-16,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102540,2026-08-15,BHARTIARTL,INE102540,BHARTIARTL,250,1682.93,420732.5,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-16,SELL,1682.93,250,2026-08-15,HDFC-CUST,RECEIVED,TRAIN
TRD102541,2026-08-12,KOTAKBANK,INE102541,KOTAKBANK,250,1957.58,489395.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-13,SELL,1957.58,250,2026-08-12,ICICI-CUST,RECEIVED,TRAIN
TRD102542,2026-08-02,WIPRO,INE102542,WIPRO,2000,612.93,1225860.0,HDFC-CUST,EQ-CORE-01,BOOKED,2026-08-03,SELL,612.93,2000,2026-08-02,HDFC-CUST,RECEIVED,TRAIN
TRD102543,2026-08-18,RELIANCE,INE102543,RELIANCE,1500,2862.94,4294410.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-19,BUY,2862.94,1500,2026-08-19,KOTAK-CUST,RECEIVED,TEST
TRD102544,2026-08-03,HDFCBANK,INE102544,HDFCBANK,500,1674.43,837215.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-04,SELL,1674.43,500,2026-08-03,HDFC-CUST,RECEIVED,TRAIN
TRD102545,2026-08-13,WIPRO,INE102545,WIPRO,250,608.53,152132.5,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-14,BUY,608.53,250,2026-08-13,ICICI-CUST,RECEIVED,TRAIN
TRD102546,2026-08-06,ITC,INE102546,ITC,100,467.52,46752.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-07,BUY,467.52,100,2026-08-06,NOMURA-BROKER,RECEIVED,TRAIN
TRD102547,2026-08-04,AXISBANK,INE102547,AXISBANK,250,1174.35,293587.5,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-05,BUY,1174.35,250,2026-08-04,HDFC-CUST,RECEIVED,TRAIN
TRD102548,2026-08-16,MARUTI,INE102548,MARUTI,1000,12932.28,12932280.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-17,SELL,12932.28,1000,2026-08-16,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102549,2026-08-03,TCS,INE102549,TCS,500,4109.14,2054570.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-04,SELL,4109.14,500,2026-08-03,NOMURA-BROKER,RECEIVED,TRAIN
TRD102550,2026-08-06,ICICIBANK,INE102550,ICICIBANK,100,1243.6,124360.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-07,BUY,1243.6,100,2026-08-06,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102551,2026-08-02,INFY,INE102551,INFY,1500,1886.41,2829615.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-03,SELL,1886.41,1500,2026-08-02,ICICI-CUST,RECEIVED,TEST
TRD102552,2026-08-07,ICICIBANK,INE102552,ICICIBANK,100,1237.53,123753.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-08,BUY,1237.53,100,2026-08-07,NOMURA-BROKER,RECEIVED,TEST
TRD102553,2026-08-05,BHARTIARTL,INE102553,BHARTIARTL,2000,1690.98,3381960.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-06,BUY,1690.98,2000,2026-08-05,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102554,2026-08-06,TATASTEEL,INE102554,TATASTEEL,250,171.72,42930.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-07,SELL,171.72,250,2026-08-06,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102555,2026-08-07,TATASTEEL,INE102555,TATASTEEL,250,171.76,42940.0,KOTAK-CUST,EQ-INDEX-04,BOOKED,2026-08-08,BUY,171.76,250,2026-08-07,KOTAK-CUST,RECEIVED,TRAIN
TRD102556,2026-08-16,AXISBANK,INE102556,AXISBANK,1000,1183.02,1183020.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-17,BUY,1183.02,1000,2026-08-16,NOMURA-BROKER,RECEIVED,TRAIN
TRD102557,2026-08-08,HINDUNILVR,INE102557,HINDUNILVR,1500,2755.66,4133490.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-09,BUY,2755.66,1600,2026-08-08,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102558,2026-08-11,MARUTI,INE102558,MARUTI,250,12985.65,3246412.5,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-12,SELL,12985.65,250,2026-08-11,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102559,2026-08-01,HDFCBANK,INE102559,HDFCBANK,2000,1682.9,3365800.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-02,SELL,1682.9,2000,2026-08-01,DEUTSCHE-BROKER,RECEIVED,TEST
TRD102560,2026-08-02,KOTAKBANK,INE102560,KOTAKBANK,200,1954.79,390958.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-03,BUY,1954.79,200,2026-08-02,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102561,2026-08-05,TATASTEEL,INE102561,TATASTEEL,1500,172.48,258720.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-06,BUY,172.48,1500,2026-08-05,ICICI-CUST,RECEIVED,TRAIN
TRD102562,2026-08-06,BHARTIARTL,INE102562,BHARTIARTL,250,1683.37,420842.5,HDFC-CUST,EQ-CORE-02,BOOKED,2026-08-07,SELL,1683.37,250,2026-08-06,HDFC-CUST,RECEIVED,TRAIN
TRD102563,2026-08-13,SBIN,INE102563,SBIN,250,842.1,210525.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-14,BUY,842.1,250,2026-08-13,NOMURA-BROKER,RECEIVED,TRAIN
TRD102564,2026-08-15,HINDUNILVR,INE102564,HINDUNILVR,1000,2746.67,2746670.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-16,SELL,2746.67,1000,2026-08-15,ICICI-CUST,RECEIVED,TEST
TRD102565,2026-08-17,AXISBANK,INE102565,AXISBANK,250,1182.99,295747.5,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-18,BUY,1182.99,250,2026-08-17,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102566,2026-08-13,AXISBANK,INE102566,AXISBANK,250,1178.21,294552.5,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-14,SELL,1178.21,250,2026-08-13,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102567,2026-08-18,HDFCBANK,INE102567,HDFCBANK,1500,1677.27,2515905.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-19,BUY,1677.27,1500,2026-08-18,KOTAK-CUST,RECEIVED,TRAIN
TRD102568,2026-08-02,INFY,INE102568,INFY,100,1896.93,189693.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-03,SELL,1896.93,100,2026-08-02,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102569,2026-08-10,WIPRO,INE102569,WIPRO,750,610.39,457792.5,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-11,SELL,,,,,MISSING,TRAIN
TRD102570,2026-08-20,TATASTEEL,INE102570,TATASTEEL,1000,173.05,173050.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-21,BUY,173.05,1000,2026-08-20,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102571,2026-08-18,ICICIBANK,INE102571,ICICIBANK,1000,1240.2,1240200.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-19,BUY,1240.2,1000,2026-08-18,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102572,2026-08-06,WIPRO,INE102572,WIPRO,2000,607.86,1215720.0,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-07,SELL,607.86,2000,2026-08-06,HDFC-CUST,RECEIVED,TRAIN
TRD102573,2026-08-06,BHARTIARTL,INE102573,BHARTIARTL,2000,1685.26,3370520.0,ICICI-CUST,EQ-INDEX-04,BOOKED,2026-08-07,SELL,1685.26,2000,2026-08-06,ICICI-CUST,RECEIVED,TRAIN
TRD102574,2026-08-03,BHARTIARTL,INE102574,BHARTIARTL,200,1698.24,339648.0,NOMURA-BROKER,EQ-INDEX-04,BOOKED,2026-08-04,SELL,1698.24,200,2026-08-03,NOMURA-BROKER,RECEIVED,TRAIN
TRD102575,2026-08-05,AXISBANK,INE102575,AXISBANK,2000,1178.89,2357780.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-06,SELL,1178.89,2000,2026-08-05,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102576,2026-08-05,WIPRO,INE102576,WIPRO,250,612.41,153102.5,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-06,SELL,612.41,250,2026-08-05,KOTAK-CUST,RECEIVED,TRAIN
TRD102577,2026-08-18,WIPRO,INE102577,WIPRO,100,612.12,61212.0,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-19,SELL,612.12,100,2026-08-18,KOTAK-CUST,RECEIVED,TRAIN
TRD102578,2026-08-08,KOTAKBANK,INE102578,KOTAKBANK,250,1959.27,489817.5,KOTAK-CUST,EQ-CORE-01,BOOKED,2026-08-09,SELL,1959.27,250,2026-08-08,KOTAK-CUST,RECEIVED,TRAIN
TRD102579,2026-08-12,TATASTEEL,INE102579,TATASTEEL,100,172.73,17273.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-13,SELL,172.73,100,2026-08-12,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102580,2026-08-01,KOTAKBANK,INE102580,KOTAKBANK,2000,1957.05,3914100.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-02,BUY,1957.05,2000,2026-08-01,NOMURA-BROKER,RECEIVED,TRAIN
TRD102581,2026-08-11,ICICIBANK,INE102581,ICICIBANK,250,1244.25,311062.5,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-12,SELL,1244.25,250,2026-08-11,KOTAK-CUST,RECEIVED,TRAIN
TRD102582,2026-08-13,INFY,INE102582,INFY,1500,1889.56,2834340.0,HDFC-CUST,EQ-CORE-02,BOOKED,2026-08-14,SELL,1889.56,1500,2026-08-13,HDFC-CUST,RECEIVED,TRAIN
TRD102583,2026-08-08,MARUTI,INE102583,MARUTI,750,12939.2,9704400.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-09,SELL,12939.2,750,2026-08-08,NOMURA-BROKER,RECEIVED,TRAIN
TRD102584,2026-08-08,HINDUNILVR,INE102584,HINDUNILVR,1500,2754.67,4132005.0,HDFC-CUST,EQ-CORE-01,BOOKED,2026-08-09,SELL,2754.67,1500,2026-08-08,HDFC-CUST,RECEIVED,TEST
TRD102585,2026-08-11,BHARTIARTL,INE102585,BHARTIARTL,250,1686.36,421590.0,HDFC-CUST,EQ-ALPHA-03,BOOKED,2026-08-12,SELL,1686.36,250,2026-08-11,HDFC-CUST,RECEIVED,TRAIN
TRD102586,2026-08-19,INFY,INE102586,INFY,1000,1888.2,1888200.0,HDFC-CUST,EQ-INDEX-04,BOOKED,2026-08-20,BUY,1888.2,1000,2026-08-20,HDFC-CUST,RECEIVED,TRAIN
TRD102587,2026-08-20,MARUTI,INE102587,MARUTI,500,12959.66,6479830.0,NOMURA-BROKER,EQ-ALPHA-03,BOOKED,2026-08-21,BUY,12959.66,500,2026-08-20,NOMURA-BROKER,RECEIVED,TRAIN
TRD102588,2026-08-13,HDFCBANK,INE102588,HDFCBANK,200,1676.2,335240.0,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-14,BUY,1676.2,200,2026-08-13,KOTAK-CUST,RECEIVED,TRAIN
TRD102589,2026-08-13,KOTAKBANK,INE102589,KOTAKBANK,2000,1956.07,3912140.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-14,BUY,1956.07,2000,2026-08-13,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102590,2026-08-10,AXISBANK,INE102590,AXISBANK,1000,1183.27,1183270.0,KOTAK-CUST,EQ-CORE-02,BOOKED,2026-08-11,BUY,1183.27,1000,2026-08-10,KOTAK-CUST,RECEIVED,TRAIN
TRD102591,2026-08-04,HDFCBANK,INE102591,HDFCBANK,750,1677.35,1258012.5,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-05,BUY,1701.7,675,2026-08-04,NOMURA-BROKER,RECEIVED,TRAIN
TRD102592,2026-08-06,TATASTEEL,INE102592,TATASTEEL,2000,172.62,345240.0,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-07,SELL,172.62,2000,2026-08-06,ICICI-CUST,RECEIVED,TEST
TRD102593,2026-08-02,AXISBANK,INE102593,AXISBANK,500,1177.53,588765.0,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-03,BUY,1177.53,500,2026-08-02,ICICI-CUST,RECEIVED,TRAIN
TRD102594,2026-08-10,BHARTIARTL,INE102594,BHARTIARTL,750,1683.44,1262580.0,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-11,SELL,1683.44,750,2026-08-10,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102595,2026-08-07,MARUTI,INE102595,MARUTI,1000,12941.36,12941360.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-08,SELL,12941.36,1000,2026-08-07,NOMURA-BROKER,RECEIVED,TRAIN
TRD102596,2026-08-16,AXISBANK,INE102596,AXISBANK,500,1184.0,592000.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-17,BUY,,,,,MISSING,TRAIN
TRD102597,2026-08-11,HINDUNILVR,INE102597,HINDUNILVR,1500,2744.15,4116225.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-12,SELL,2744.15,1450,2026-08-11,ICICI-CUST,RECEIVED,TEST
TRD102598,2026-08-21,MARUTI,INE102598,MARUTI,250,13005.59,3251397.5,ICICI-CUST,EQ-ALPHA-03,BOOKED,2026-08-22,BUY,13005.59,250,2026-08-21,ICICI-CUST,RECEIVED,TRAIN
TRD102599,2026-08-13,RELIANCE,INE102599,RELIANCE,1000,2841.3,2841300.0,MORGANSTANLEY-BROKER,EQ-CORE-01,BOOKED,2026-08-14,SELL,2841.3,1000,2026-08-13,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD102600,2026-08-05,LT,INE102600,LT,100,3684.02,368402.0,DEUTSCHE-BROKER,EQ-CORE-01,BOOKED,2026-08-06,SELL,3684.02,100,2026-08-05,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102601,2026-08-17,SBIN,INE102601,SBIN,250,843.36,210840.0,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-18,SELL,843.36,250,2026-08-17,MORGANSTANLEY-BROKER,RECEIVED,TEST
TRD102602,2026-08-18,INFY,INE102602,INFY,250,1898.53,474632.5,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-19,BUY,1898.53,250,2026-08-18,ICICI-CUST,RECEIVED,TRAIN
TRD102603,2026-08-15,SBIN,INE102603,SBIN,1500,848.07,1272105.0,MORGANSTANLEY-BROKER,EQ-INDEX-04,BOOKED,2026-08-16,SELL,848.07,1500,2026-08-15,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102604,2026-08-11,ICICIBANK,INE102604,ICICIBANK,250,1236.31,309077.5,MORGANSTANLEY-BROKER,EQ-ALPHA-03,BOOKED,2026-08-12,SELL,1236.31,250,2026-08-11,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102605,2026-08-14,LT,INE102605,LT,1000,3688.72,3688720.0,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-15,SELL,3688.72,1000,2026-08-14,KOTAK-CUST,RECEIVED,TRAIN
TRD102606,2026-08-20,INFY,INE102606,INFY,250,1886.61,471652.5,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-21,SELL,1886.61,250,2026-08-20,ICICI-CUST,RECEIVED,TRAIN
TRD102607,2026-08-01,SBIN,INE102607,SBIN,100,842.52,84252.0,ICICI-CUST,EQ-CORE-01,BOOKED,2026-08-02,BUY,842.52,100,2026-08-01,ICICI-CUST,RECEIVED,TRAIN
TRD102608,2026-08-08,HINDUNILVR,INE102608,HINDUNILVR,750,2742.1,2056575.0,MORGANSTANLEY-BROKER,EQ-CORE-02,BOOKED,2026-08-09,BUY,2742.1,750,2026-08-08,MORGANSTANLEY-BROKER,RECEIVED,TRAIN
TRD102609,2026-08-04,HDFCBANK,INE102609,HDFCBANK,250,1677.59,419397.5,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-05,BUY,1677.59,250,2026-08-04,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102610,2026-08-16,HDFCBANK,INE102610,HDFCBANK,100,1672.25,167225.0,ICICI-CUST,EQ-CORE-02,BOOKED,2026-08-17,SELL,1672.25,100,2026-08-16,ICICI-CUST,RECEIVED,TEST
TRD102611,2026-08-10,LT,INE102611,LT,250,3686.85,921712.5,KOTAK-CUST,EQ-ALPHA-03,BOOKED,2026-08-11,SELL,3686.85,250,2026-08-10,KOTAK-CUST,RECEIVED,TEST
TRD102612,2026-08-08,BHARTIARTL,INE102612,BHARTIARTL,2000,1684.38,3368760.0,DEUTSCHE-BROKER,EQ-INDEX-04,BOOKED,2026-08-09,SELL,1684.38,2000,2026-08-08,DEUTSCHE-BROKER,RECEIVED,TRAIN
TRD102613,2026-08-05,WIPRO,INE102613,WIPRO,750,611.22,458415.0,NOMURA-BROKER,EQ-CORE-01,BOOKED,2026-08-06,BUY,611.22,750,2026-08-05,NOMURA-BROKER,RECEIVED,TRAIN
TRD102614,2026-08-10,SBIN,INE102614,SBIN,250,849.15,212287.5,HDFC-CUST,EQ-CORE-01,BOOKED,2026-08-11,BUY,849.15,250,2026-08-10,HDFC-CUST,RECEIVED,TRAIN
TRD102615,2026-08-04,HINDUNILVR,INE102615,HINDUNILVR,250,2751.3,687825.0,NOMURA-BROKER,EQ-CORE-02,BOOKED,2026-08-05,BUY,2751.3,250,2026-08-04,NOMURA-BROKER,RECEIVED,TRAIN
TRD102616,2026-08-20,MARUTI,INE102616,MARUTI,200,12931.49,2586298.0,HDFC-CUST,EQ-CORE-01,BOOKED,2026-08-21,SELL,12931.49,200,2026-08-20,HDFC-CUST,RECEIVED,TRAIN
