doc_id,break_id,trade_id,symbol,quantity,price,counterparty,settlement_date,break_type,mismatch_type,root_cause,severity,corporate_action_type,template_used
doc_0860,BRK02061,TRD104099,HINDUNILVR,200,2750.03,DEUTSCHE-BROKER,2026-08-07,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0861,BRK02070,TRD104111,WIPRO,1500,607.93,KOTAK-CUST,2026-08-21,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0862,BRK02072,TRD104113,LT,250,3687.43,HDFC-CUST,2026-08-05,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0863,BRK02077,TRD104123,MARUTI,1500,13031.66,NOMURA-BROKER,2026-08-05,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0864,BRK02078,TRD104126,HDFCBANK,200,1672.08,ICICI-CUST,2026-08-08,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0865,BRK02086,TRD104140,SBIN,1500,849.74,MORGANSTANLEY-BROKER,2026-08-02,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0866,BRK02087,TRD104141,ICICIBANK,2000,1238.96,MORGANSTANLEY-BROKER,2026-08-21,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0867,BRK02088,TRD104142,ITC,100,468.06,HDFC-CUST,2026-08-22,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0868,BRK02099,TRD104164,AXISBANK,100,1175.35,MORGANSTANLEY-BROKER,2026-08-10,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0869,BRK02109,TRD104181,ITC,1000,469.01,ICICI-CUST,2026-08-17,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0870,BRK02111,TRD104188,BHARTIARTL,500,1697.89,MORGANSTANLEY-BROKER,2026-08-16,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0871,BRK02113,TRD104193,BHARTIARTL,2000,1686.7,HDFC-CUST,2026-08-10,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0872,BRK02114,TRD104195,HDFCBANK,750,1668.3,DEUTSCHE-BROKER,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0873,BRK02121,TRD104208,WIPRO,250,609.55,MORGANSTANLEY-BROKER,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0874,BRK02125,TRD104215,ITC,1000,467.34,KOTAK-CUST,2026-08-16,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0875,BRK02128,TRD104220,TATASTEEL,1000,171.72,ICICI-CUST,2026-08-08,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0876,BRK02129,TRD104221,LT,1000,3668.95,KOTAK-CUST,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0877,BRK02130,TRD104222,HDFCBANK,1000,1677.51,DEUTSCHE-BROKER,2026-08-05,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0878,BRK02134,TRD104227,LT,200,3691.89,HDFC-CUST,2026-08-14,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0879,BRK02141,TRD104245,RELIANCE,1000,2852.46,NOMURA-BROKER,2026-08-06,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0880,BRK02146,TRD104255,BHARTIARTL,750,1685.4,DEUTSCHE-BROKER,2026-08-05,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0881,BRK02149,TRD104259,MARUTI,100,13029.94,NOMURA-BROKER,2026-08-05,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0882,BRK02150,TRD104262,HINDUNILVR,750,2755.4,MORGANSTANLEY-BROKER,2026-08-18,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0883,BRK02152,TRD104267,INFY,1500,1890.18,KOTAK-CUST,2026-08-19,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0884,BRK02155,TRD104281,TCS,1000,4132.23,KOTAK-CUST,2026-08-15,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0885,BRK02174,TRD104327,TCS,2000,4114.48,NOMURA-BROKER,2026-08-02,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0886,BRK02176,TRD104330,KOTAKBANK,200,1953.7,ICICI-CUST,2026-08-06,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0887,BRK02177,TRD104331,KOTAKBANK,1500,1954.63,KOTAK-CUST,2026-08-09,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0888,BRK02178,TRD104332,ITC,500,468.28,NOMURA-BROKER,2026-08-13,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0889,BRK02179,TRD104334,HINDUNILVR,200,2758.42,KOTAK-CUST,2026-08-09,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0890,BRK02180,TRD104335,AXISBANK,100,1175.23,ICICI-CUST,2026-08-08,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0891,BRK02185,TRD104347,SBIN,1000,843.74,ICICI-CUST,2026-08-04,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0892,BRK02188,TRD104350,ITC,1500,468.96,MORGANSTANLEY-BROKER,2026-08-05,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0893,BRK02192,TRD104354,HDFCBANK,100,1675.34,KOTAK-CUST,2026-08-14,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0894,BRK02195,TRD104358,TCS,2000,4106.22,MORGANSTANLEY-BROKER,2026-08-11,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0895,BRK02200,TRD104367,INFY,200,1899.01,ICICI-CUST,2026-08-09,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0896,BRK02203,TRD104370,SBIN,750,845.72,MORGANSTANLEY-BROKER,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0897,BRK02211,TRD104390,AXISBANK,1000,1184.0,DEUTSCHE-BROKER,2026-08-11,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0898,BRK02216,TRD104400,ITC,2000,469.32,ICICI-CUST,2026-08-16,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0899,BRK02219,TRD104406,BHARTIARTL,1000,1693.01,KOTAK-CUST,2026-08-08,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0900,BRK02224,TRD104422,TCS,2000,4115.02,KOTAK-CUST,2026-08-13,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0901,BRK02238,TRD104455,BHARTIARTL,100,1696.8,ICICI-CUST,2026-08-22,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0902,BRK02243,TRD104463,ITC,2000,467.73,KOTAK-CUST,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0903,BRK02253,TRD104486,HDFCBANK,1000,1669.03,DEUTSCHE-BROKER,2026-08-02,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0904,BRK02259,TRD104495,KOTAKBANK,1500,1952.45,MORGANSTANLEY-BROKER,2026-08-14,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0905,BRK02261,TRD104499,ITC,500,469.97,MORGANSTANLEY-BROKER,2026-08-02,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0906,BRK02263,TRD104501,KOTAKBANK,750,1952.7,MORGANSTANLEY-BROKER,2026-08-11,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0907,BRK02264,TRD104505,SBIN,1000,848.31,KOTAK-CUST,2026-08-08,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0908,BRK02267,TRD104510,WIPRO,2000,607.96,DEUTSCHE-BROKER,2026-08-07,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0909,BRK02272,TRD104526,HINDUNILVR,100,2741.12,DEUTSCHE-BROKER,2026-08-15,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0910,BRK02280,TRD104548,AXISBANK,2000,1174.39,HDFC-CUST,2026-08-09,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0911,BRK02281,TRD104549,BHARTIARTL,750,1683.45,DEUTSCHE-BROKER,2026-08-22,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0912,BRK02287,TRD104560,MARUTI,100,12972.75,ICICI-CUST,2026-08-05,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0913,BRK02292,TRD104573,HINDUNILVR,200,2756.43,MORGANSTANLEY-BROKER,2026-08-17,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0914,BRK02293,TRD104574,TATASTEEL,100,172.33,KOTAK-CUST,2026-08-13,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0915,BRK02299,TRD104589,KOTAKBANK,750,1956.27,NOMURA-BROKER,2026-08-17,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0916,BRK02300,TRD104591,AXISBANK,250,1175.84,MORGANSTANLEY-BROKER,2026-08-04,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0917,BRK02304,TRD104596,MARUTI,2000,12971.5,HDFC-CUST,2026-08-02,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0918,BRK02312,TRD104610,HINDUNILVR,500,2751.68,HDFC-CUST,2026-08-20,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0919,BRK02314,TRD104616,HDFCBANK,100,1680.17,ICICI-CUST,2026-08-19,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0920,BRK02315,TRD104617,HDFCBANK,100,1679.27,NOMURA-BROKER,2026-08-18,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0921,BRK02320,TRD104628,RELIANCE,2000,2840.09,KOTAK-CUST,2026-08-09,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0922,BRK02321,TRD104630,TATASTEEL,750,171.93,KOTAK-CUST,2026-08-16,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0923,BRK02322,TRD104636,HINDUNILVR,1000,2747.04,KOTAK-CUST,2026-08-05,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0924,BRK02323,TRD104638,AXISBANK,250,1177.84,KOTAK-CUST,2026-08-05,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0925,BRK02327,TRD104646,ITC,2000,469.86,MORGANSTANLEY-BROKER,2026-08-19,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0926,BRK02347,TRD104686,BHARTIARTL,200,1689.9,HDFC-CUST,2026-08-04,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0927,BRK02352,TRD104697,AXISBANK,1500,1182.86,DEUTSCHE-BROKER,2026-08-06,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0928,BRK02362,TRD104721,RELIANCE,100,2845.98,ICICI-CUST,2026-08-17,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0929,BRK02363,TRD104722,SBIN,1500,847.53,MORGANSTANLEY-BROKER,2026-08-14,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0930,BRK02364,TRD104723,TCS,1500,4115.72,MORGANSTANLEY-BROKER,2026-08-17,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0931,BRK02365,TRD104727,LT,100,3680.97,NOMURA-BROKER,2026-08-02,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0932,BRK02368,TRD104733,RELIANCE,2000,2837.7,DEUTSCHE-BROKER,2026-08-05,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0933,BRK02378,TRD104759,TCS,2000,4129.86,NOMURA-BROKER,2026-08-10,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0934,BRK02383,TRD104771,INFY,250,1894.1,ICICI-CUST,2026-08-09,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0935,BRK02386,TRD104774,KOTAKBANK,750,1950.64,HDFC-CUST,2026-08-03,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0936,BRK02393,TRD104783,AXISBANK,100,1185.1,MORGANSTANLEY-BROKER,2026-08-12,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0937,BRK02396,TRD104786,MARUTI,250,13020.82,MORGANSTANLEY-BROKER,2026-08-19,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0938,BRK02400,TRD104801,SBIN,1500,846.76,DEUTSCHE-BROKER,2026-08-11,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0939,BRK02401,TRD104802,LT,1500,3692.71,DEUTSCHE-BROKER,2026-08-12,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0940,BRK02402,TRD104803,ICICIBANK,750,1243.85,DEUTSCHE-BROKER,2026-08-15,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0941,BRK02403,TRD104806,RELIANCE,1500,2861.65,NOMURA-BROKER,2026-08-09,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0942,BRK02405,TRD104809,TCS,250,4139.05,HDFC-CUST,2026-08-03,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0943,BRK02417,TRD104837,RELIANCE,200,2844.51,MORGANSTANLEY-BROKER,2026-08-11,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0944,BRK02422,TRD104844,MARUTI,500,13004.76,ICICI-CUST,2026-08-20,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0945,BRK02431,TRD104859,HDFCBANK,2000,1672.44,MORGANSTANLEY-BROKER,2026-08-02,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0946,BRK02432,TRD104860,INFY,1000,1898.11,NOMURA-BROKER,2026-08-06,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0947,BRK02435,TRD104866,BHARTIARTL,750,1690.69,NOMURA-BROKER,2026-08-17,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0948,BRK02462,TRD104914,TCS,1500,4112.82,HDFC-CUST,2026-08-18,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0949,BRK02473,TRD104937,WIPRO,2000,607.37,HDFC-CUST,2026-08-08,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0950,BRK02474,TRD104939,SBIN,1500,846.74,HDFC-CUST,2026-08-04,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0951,BRK02478,TRD104949,SBIN,1000,847.96,HDFC-CUST,2026-08-02,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0952,BRK02499,TRD104993,KOTAKBANK,1000,1946.63,KOTAK-CUST,2026-08-13,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0953,BRK02500,TRD104995,LT,1500,3691.0,ICICI-CUST,2026-08-17,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0954,BRK02509,TRD105014,WIPRO,1500,612.42,NOMURA-BROKER,2026-08-19,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0955,BRK02514,TRD105023,RELIANCE,200,2847.39,DEUTSCHE-BROKER,2026-08-11,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0956,BRK02519,TRD105040,MARUTI,100,13019.91,DEUTSCHE-BROKER,2026-08-19,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0957,BRK02522,TRD105045,INFY,1500,1887.35,MORGANSTANLEY-BROKER,2026-08-16,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0958,BRK02523,TRD105047,MARUTI,250,12969.23,MORGANSTANLEY-BROKER,2026-08-11,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0959,BRK02533,TRD105068,TATASTEEL,750,172.59,HDFC-CUST,2026-08-03,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0960,BRK02534,TRD105071,WIPRO,500,612.17,DEUTSCHE-BROKER,2026-08-19,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0961,BRK02541,TRD105085,ICICIBANK,200,1235.63,NOMURA-BROKER,2026-08-15,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0962,BRK02550,TRD105097,HINDUNILVR,200,2739.05,MORGANSTANLEY-BROKER,2026-08-20,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0963,BRK02551,TRD105100,ITC,1500,468.72,DEUTSCHE-BROKER,2026-08-09,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0964,BRK02559,TRD105111,RELIANCE,250,2847.16,DEUTSCHE-BROKER,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0965,BRK02561,TRD105115,SBIN,1000,848.49,KOTAK-CUST,2026-08-09,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0966,BRK02564,TRD105126,HDFCBANK,500,1681.75,DEUTSCHE-BROKER,2026-08-14,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0967,BRK02568,TRD105136,KOTAKBANK,250,1953.94,DEUTSCHE-BROKER,2026-08-07,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0968,BRK02572,TRD105144,TATASTEEL,100,173.0,ICICI-CUST,2026-08-10,SETTLEMENT,SETL_WRONG_SSI,Settlement instruction references the wrong SSI/beneficiary account - the payment-failure flagship scenario,P0,,template_mt54x_settlement
doc_0969,BRK02579,TRD105159,HDFCBANK,250,1667.26,NOMURA-BROKER,2026-08-06,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0970,BRK02581,TRD105163,TATASTEEL,1000,172.1,NOMURA-BROKER,2026-08-11,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0971,BRK02600,TRD105200,ICICIBANK,100,1235.01,NOMURA-BROKER,2026-08-08,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0972,BRK02605,TRD105215,BHARTIARTL,1500,1693.23,ICICI-CUST,2026-08-18,SETTLEMENT,SETL_INCORRECT_DATE,Settlement recorded against the wrong date (holiday-calendar-style off-by-one),P2,,template_mt54x_settlement
doc_0973,BRK02608,TRD105219,HDFCBANK,1500,1675.06,NOMURA-BROKER,2026-08-11,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0974,BRK02611,TRD105224,ICICIBANK,750,1246.27,HDFC-CUST,2026-08-10,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0975,BRK02616,TRD105230,BHARTIARTL,1000,1692.55,HDFC-CUST,2026-08-09,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0976,BRK02626,TRD105243,ITC,500,471.09,ICICI-CUST,2026-08-06,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0977,BRK02646,TRD105278,RELIANCE,250,2864.13,NOMURA-BROKER,2026-08-22,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0978,BRK02648,TRD105286,KOTAKBANK,1500,1951.9,DEUTSCHE-BROKER,2026-08-02,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0979,BRK02654,TRD105295,INFY,1000,1883.58,ICICI-CUST,2026-08-03,SETTLEMENT,SETL_MISSING_INSTRUCTION,No settlement instruction was ever issued,P0,,template_mt54x_settlement
doc_0980,BRK02663,TRD105308,ITC,750,467.51,NOMURA-BROKER,2026-08-06,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
doc_0981,BRK02665,TRD105310,WIPRO,1000,610.32,MORGANSTANLEY-BROKER,2026-08-03,SETTLEMENT,SETL_LATE_COUNTERPARTY,Counterparty has not settled by the expected date,P1,,template_mt54x_settlement
