cash_id,trade_id,account,currency,amount,expected_amount,value_date,transaction_type,status,split
2755,TRD102701,ACC-EQ-ALPHA-03,INR,2608214.0,2608214.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
2756,TRD102702,ACC-EQ-CORE-02,INR,377876.0,377876.0,2026-08-13,SETTLEMENT,MATCHED,TEST
2757,TRD102703,ACC-EQ-CORE-02,INR,3677860.0,3677860.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2758,TRD102704,ACC-EQ-INDEX-04,INR,273900.0,273900.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
2759,TRD102705,ACC-EQ-INDEX-04,INR,94088.0,94088.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2760,TRD102706,ACC-EQ-CORE-01,INR,1853595.0,1853595.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2761,TRD102707,ACC-EQ-CORE-02,INR,7373140.0,7373140.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2762,TRD102707,ACC-EQ-CORE-02,INR,7373140.0,7373140.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2763,TRD102708,ACC-EQ-INDEX-04,INR,919700.0,919700.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
2764,TRD102709,ACC-EQ-CORE-01,INR,124190.0,124190.0,2026-08-09,SETTLEMENT,MATCHED,TEST
2765,TRD102710,ACC-EQ-ALPHA-03,INR,34590.0,34590.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2766,TRD102711,ACC-EQ-CORE-02,INR,5723780.0,5723780.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2767,TRD102712,ACC-EQ-CORE-01,INR,619365.0,619365.0,2026-08-14,SETTLEMENT,MATCHED,TEST
2768,TRD102713,ACC-EQ-INDEX-04,INR,1764735.0,1764735.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2769,TRD102714,ACC-EQ-ALPHA-03,INR,19447365.0,19447365.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2770,TRD102715,ACC-EQ-CORE-01,INR,2136870.0,2136870.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2771,TRD102716,ACC-EQ-CORE-02,INR,713057.5,713057.5,2026-08-05,SETTLEMENT,MATCHED,TRAIN
2772,TRD102717,ACC-EQ-INDEX-04,INR,172590.0,172590.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2773,TRD102718,ACC-EQ-ALPHA-03,INR,915440.0,915440.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2774,TRD102719,ACC-EQ-ALPHA-03,INR,1842175.0,1842175.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2775,TRD102720,ACC-EQ-CORE-01,INR,117800.0,117800.0,2026-08-18,SETTLEMENT,MATCHED,TEST
2776,TRD102721,ACC-EQ-CORE-01,INR,567758.0,567758.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2777,TRD102721,ACC-EQ-CORE-01,INR,567758.0,567758.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2778,TRD102722,ACC-EQ-INDEX-04,INR,212455.0,212455.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
2779,TRD102723,ACC-EQ-ALPHA-03,INR,996494.1,837390.0,2026-08-15,SETTLEMENT,MATCHED,TEST
2780,TRD102724,ACC-EQ-CORE-01,INR,168221.0,168221.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
2781,TRD102725,ACC-EQ-ALPHA-03,INR,84907.0,84907.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2782,TRD102726,ACC-EQ-ALPHA-03,INR,1412400.0,1412400.0,2026-08-05,SETTLEMENT,MATCHED,TEST
2783,TRD102727,ACC-EQ-INDEX-04,INR,6502785.0,6502785.0,2026-08-10,SETTLEMENT,MATCHED,TEST
2784,TRD102728,ACC-EQ-CORE-01,INR,2595222.0,2595222.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
2785,TRD102729,ACC-EQ-CORE-01,INR,458197.5,458197.5,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2786,TRD102730,ACC-EQ-CORE-01,INR,19462545.0,19462545.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2787,TRD102731,ACC-EQ-CORE-02,INR,8222620.0,8222620.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
2788,TRD102732,ACC-EQ-ALPHA-03,USD,317041.0,296300.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2789,TRD102733,ACC-EQ-INDEX-04,INR,591300.0,591300.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2790,TRD102734,ACC-EQ-ALPHA-03,INR,258855.0,258855.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2791,TRD102735,ACC-EQ-CORE-02,INR,84231.0,84231.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2792,TRD102736,ACC-EQ-INDEX-04,INR,33132293.4,26088420.0,2026-08-09,SETTLEMENT,MATCHED,TEST
2793,TRD102737,ACC-EQ-CORE-01,INR,168394.0,168394.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2794,TRD102738,ACC-EQ-INDEX-04,INR,19412985.0,19412985.0,2026-08-12,SETTLEMENT,MATCHED,TEST
2795,TRD102739,ACC-EQ-INDEX-04,INR,3085237.5,3085237.5,2026-08-21,SETTLEMENT,MATCHED,TEST
2797,TRD102741,ACC-EQ-INDEX-04,INR,927615.0,927615.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2798,TRD102742,ACC-EQ-ALPHA-03,INR,4115565.0,4115565.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2799,TRD102743,ACC-EQ-INDEX-04,INR,308692.5,308692.5,2026-08-11,SETTLEMENT,MATCHED,TEST
2800,TRD102743,ACC-EQ-INDEX-04,INR,308692.5,308692.5,2026-08-11,SETTLEMENT,MATCHED,TEST
2801,TRD102744,ACC-EQ-INDEX-04,INR,936300.0,936300.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2802,TRD102745,ACC-EQ-CORE-01,INR,2758360.0,2758360.0,2026-08-08,SETTLEMENT,MATCHED,TEST
2803,TRD102746,ACC-EQ-INDEX-04,INR,948525.0,948525.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2804,TRD102747,ACC-EQ-ALPHA-03,INR,688832.5,688832.5,2026-08-07,SETTLEMENT,MATCHED,TEST
2805,TRD102748,ACC-EQ-ALPHA-03,INR,569510.0,569510.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
2806,TRD102749,ACC-EQ-CORE-02,INR,17160.0,17160.0,2026-08-15,SETTLEMENT,MATCHED,TEST
2807,TRD102750,ACC-EQ-INDEX-04,USD,452738.4,471602.5,2026-08-16,SETTLEMENT,MATCHED,TRAIN
2808,TRD102751,ACC-EQ-CORE-01,INR,1854390.0,1854390.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
2809,TRD102752,ACC-EQ-CORE-01,INR,567700.0,567700.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
2810,TRD102753,ACC-EQ-INDEX-04,INR,634410.0,634410.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
2811,TRD102754,ACC-EQ-INDEX-04,INR,283934.0,283934.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2812,TRD102755,ACC-EQ-CORE-01,INR,1226700.0,1226700.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2813,TRD102756,ACC-EQ-INDEX-04,INR,1179590.0,1179590.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2814,TRD102757,ACC-EQ-INDEX-04,INR,918210.0,918210.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2815,TRD102758,ACC-EQ-ALPHA-03,INR,379646.0,379646.0,2026-08-03,SETTLEMENT,MATCHED,TEST
2816,TRD102759,ACC-EQ-INDEX-04,INR,1218780.0,1218780.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2817,TRD102760,ACC-EQ-ALPHA-03,INR,471120.0,471120.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2818,TRD102761,ACC-EQ-CORE-02,INR,918287.5,918287.5,2026-08-05,SETTLEMENT,MATCHED,TRAIN
2819,TRD102762,ACC-EQ-CORE-01,INR,129157.5,129157.5,2026-08-10,SETTLEMENT,MATCHED,TRAIN
2820,TRD102763,ACC-EQ-INDEX-04,INR,932025.0,932025.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2821,TRD102764,ACC-EQ-CORE-02,INR,153152.5,153152.5,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2822,TRD102765,ACC-EQ-INDEX-04,INR,3772480.0,3772480.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2823,TRD102766,ACC-EQ-CORE-02,INR,941560.0,941560.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
2824,TRD102767,ACC-EQ-INDEX-04,INR,488872.5,488872.5,2026-08-02,SETTLEMENT,MATCHED,TEST
2826,TRD102769,ACC-EQ-CORE-01,INR,549706.0,549706.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
2827,TRD102770,ACC-EQ-ALPHA-03,INR,420825.0,420825.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2828,TRD102771,ACC-EQ-CORE-01,INR,619350.0,619350.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2829,TRD102772,ACC-EQ-INDEX-04,INR,2596382.0,2596382.0,2026-08-14,SETTLEMENT,MATCHED,TEST
2830,TRD102773,ACC-EQ-ALPHA-03,INR,738552.0,738552.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2831,TRD102774,ACC-EQ-CORE-02,INR,1237840.0,1237840.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2832,TRD102775,ACC-EQ-INDEX-04,INR,122040.0,122040.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2833,TRD102776,ACC-EQ-CORE-02,INR,2843120.0,2843120.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2835,TRD102778,ACC-EQ-CORE-02,INR,17212.0,17212.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
2836,TRD102779,ACC-EQ-INDEX-04,INR,3101062.5,3101062.5,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2837,TRD102780,ACC-EQ-INDEX-04,INR,572162.0,572162.0,2026-08-21,SETTLEMENT,MATCHED,TEST
2838,TRD102781,ACC-EQ-CORE-02,INR,1412512.5,1412512.5,2026-08-08,SETTLEMENT,MATCHED,TRAIN
2839,TRD102782,ACC-EQ-CORE-01,INR,942675.0,942675.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
2840,TRD102783,ACC-EQ-CORE-02,INR,4293705.0,4293705.0,2026-08-07,SETTLEMENT,MATCHED,TEST
2841,TRD102784,ACC-EQ-CORE-02,INR,368794.0,368794.0,2026-08-19,SETTLEMENT,MATCHED,TEST
2842,TRD102785,ACC-EQ-CORE-02,INR,413378.0,413378.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2843,TRD102786,ACC-EQ-INDEX-04,INR,17162.0,17162.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
2844,TRD102787,ACC-EQ-INDEX-04,INR,336542.0,336542.0,2026-08-02,SETTLEMENT,MATCHED,TEST
2845,TRD102788,ACC-EQ-ALPHA-03,INR,412272.0,412272.0,2026-08-11,SETTLEMENT,MATCHED,TEST
2846,TRD102789,ACC-EQ-ALPHA-03,INR,547960.0,547960.0,2026-08-09,SETTLEMENT,MATCHED,TEST
2847,TRD102789,ACC-EQ-ALPHA-03,INR,547960.0,547960.0,2026-08-09,SETTLEMENT,MATCHED,TEST
2848,TRD102790,ACC-EQ-CORE-01,INR,979230.0,979230.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2849,TRD102791,ACC-EQ-CORE-02,INR,1866465.0,1866465.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2850,TRD102792,ACC-EQ-CORE-01,INR,633622.5,633622.5,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2851,TRD102793,ACC-EQ-INDEX-04,INR,1428575.0,1428575.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2852,TRD102794,ACC-EQ-INDEX-04,INR,2859550.0,2859550.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
2853,TRD102795,ACC-EQ-INDEX-04,INR,2591624.0,2591624.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
2854,TRD102796,ACC-EQ-INDEX-04,INR,1262625.0,1262625.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2855,TRD102797,ACC-EQ-CORE-01,INR,248678.0,248678.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2856,TRD102798,ACC-EQ-ALPHA-03,INR,3665450.0,3665450.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2857,TRD102799,ACC-EQ-INDEX-04,INR,284672.0,284672.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2858,TRD102800,ACC-EQ-INDEX-04,GBP,1707749.7,1836290.0,2026-08-06,SETTLEMENT,MATCHED,TEST
2859,TRD102801,ACC-EQ-INDEX-04,INR,3390440.0,3390440.0,2026-08-18,SETTLEMENT,MATCHED,TEST
2860,TRD102802,ACC-EQ-CORE-01,INR,940440.0,940440.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2861,TRD102803,ACC-EQ-INDEX-04,INR,4105245.0,4105245.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
2862,TRD102804,ACC-EQ-INDEX-04,INR,1419925.0,1419925.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2863,TRD102805,ACC-EQ-CORE-01,INR,117085.0,117085.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2864,TRD102806,ACC-EQ-ALPHA-03,INR,43302.5,43302.5,2026-08-16,SETTLEMENT,MATCHED,TRAIN
2865,TRD102807,ACC-EQ-CORE-01,INR,8240400.0,8240400.0,2026-08-11,SETTLEMENT,MATCHED,TEST
2866,TRD102808,ACC-EQ-CORE-01,INR,351270.0,351270.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2867,TRD102809,ACC-EQ-CORE-02,INR,248430.0,248430.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2868,TRD102810,ACC-EQ-ALPHA-03,INR,309155.0,309155.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2869,TRD102811,ACC-EQ-ALPHA-03,INR,47036.0,47036.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
2870,TRD102812,ACC-EQ-ALPHA-03,INR,42942.5,42942.5,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2871,TRD102813,ACC-EQ-CORE-01,INR,46805.0,46805.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
2872,TRD102814,ACC-EQ-CORE-01,INR,1890240.0,1890240.0,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2873,TRD102815,ACC-EQ-ALPHA-03,INR,6163785.0,6163785.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
2874,TRD102816,ACC-EQ-INDEX-04,INR,116887.5,116887.5,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2875,TRD102817,ACC-EQ-ALPHA-03,INR,923897.5,923897.5,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2876,TRD102818,ACC-EQ-CORE-02,INR,570018.0,570018.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2877,TRD102819,ACC-EQ-CORE-02,INR,458752.5,458752.5,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2878,TRD102820,ACC-EQ-CORE-01,INR,6208425.0,6208425.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2880,TRD102822,ACC-EQ-INDEX-04,INR,4140310.0,4140310.0,2026-08-21,SETTLEMENT,MATCHED,TEST
2881,TRD102823,ACC-EQ-CORE-01,INR,2591196.0,2591196.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2882,TRD102824,ACC-EQ-CORE-02,INR,3335440.0,3335440.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2883,TRD102825,ACC-EQ-ALPHA-03,INR,5676540.0,5676540.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2884,TRD102826,ACC-EQ-ALPHA-03,INR,5687120.0,5687120.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2885,TRD102827,ACC-EQ-INDEX-04,INR,456510.0,456510.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2886,TRD102828,ACC-EQ-CORE-02,INR,592280.0,592280.0,2026-08-15,SETTLEMENT,MATCHED,TEST
2887,TRD102829,ACC-EQ-CORE-01,INR,2488200.0,2488200.0,2026-08-15,SETTLEMENT,MATCHED,TEST
2888,TRD102830,ACC-EQ-CORE-02,INR,235165.0,235165.0,2026-08-19,SETTLEMENT,MATCHED,TEST
2889,TRD102831,ACC-EQ-INDEX-04,INR,2134290.0,2134290.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2890,TRD102832,ACC-EQ-ALPHA-03,INR,486817.5,486817.5,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2891,TRD102833,ACC-EQ-CORE-01,INR,619390.0,619390.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2892,TRD102834,ACC-EQ-INDEX-04,INR,9781635.0,9781635.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2893,TRD102835,ACC-EQ-CORE-02,INR,841700.0,841700.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
2894,TRD102836,ACC-EQ-ALPHA-03,INR,1895970.0,1895970.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
2895,TRD102837,ACC-EQ-CORE-01,INR,43130.0,43130.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
2896,TRD102838,ACC-EQ-ALPHA-03,INR,26070860.0,26070860.0,2026-08-03,SETTLEMENT,MATCHED,TEST
2897,TRD102839,ACC-EQ-CORE-02,INR,1178510.0,1178510.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2898,TRD102840,ACC-EQ-CORE-01,INR,295737.5,295737.5,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2899,TRD102841,ACC-EQ-ALPHA-03,INR,171770.0,171770.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
2900,TRD102842,ACC-EQ-CORE-01,INR,392664.0,392664.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
2902,TRD102844,ACC-EQ-CORE-02,INR,1222920.0,1222920.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
2903,TRD102845,ACC-EQ-CORE-02,INR,195386.0,195386.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2904,TRD102846,ACC-EQ-CORE-02,INR,9754335.0,9754335.0,2026-08-04,SETTLEMENT,MATCHED,TEST
2905,TRD102847,ACC-EQ-ALPHA-03,INR,34548.0,34548.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2906,TRD102848,ACC-EQ-CORE-01,USD,1336854.64,1291647.0,2026-08-15,SETTLEMENT,MATCHED,TEST
2907,TRD102849,ACC-EQ-ALPHA-03,INR,168844.0,168844.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2908,TRD102850,ACC-EQ-INDEX-04,INR,1946550.0,1946550.0,2026-08-11,SETTLEMENT,MATCHED,TEST
2909,TRD102851,ACC-EQ-CORE-01,INR,5502420.0,5502420.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2910,TRD102852,ACC-EQ-CORE-01,INR,611230.0,611230.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2911,TRD102853,ACC-EQ-ALPHA-03,INR,4266675.0,4266675.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2912,TRD102854,ACC-EQ-CORE-01,INR,333374.0,333374.0,2026-08-13,SETTLEMENT,MATCHED,TEST
2913,TRD102855,ACC-EQ-CORE-01,INR,169051.0,169051.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2914,TRD102856,ACC-EQ-CORE-02,INR,392922.0,392922.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
2915,TRD102857,ACC-EQ-CORE-02,INR,424530.0,424530.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2916,TRD102858,ACC-EQ-INDEX-04,INR,1262955.0,1262955.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
2917,TRD102859,ACC-EQ-CORE-01,INR,195370.0,195370.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2918,TRD102860,ACC-EQ-CORE-01,INR,5532210.0,5532210.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
2919,TRD102861,ACC-EQ-CORE-02,INR,352357.5,352357.5,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2920,TRD102862,ACC-EQ-CORE-01,INR,883477.5,883477.5,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2921,TRD102863,ACC-EQ-ALPHA-03,INR,3379400.0,3379400.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2922,TRD102864,ACC-EQ-INDEX-04,INR,419357.5,419357.5,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2923,TRD102865,ACC-EQ-ALPHA-03,INR,1686260.0,1686260.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
2924,TRD102866,ACC-EQ-CORE-02,INR,350565.0,350565.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
2925,TRD102867,ACC-EQ-CORE-01,INR,835990.0,835990.0,2026-08-05,SETTLEMENT,MATCHED,TEST
2926,TRD102868,ACC-EQ-CORE-01,INR,118194.0,118194.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
2927,TRD102869,ACC-EQ-INDEX-04,INR,167750.0,167750.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2928,TRD102870,ACC-EQ-INDEX-04,INR,166936.0,166936.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
2929,TRD102871,ACC-EQ-ALPHA-03,INR,235140.0,235140.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
2930,TRD102872,ACC-EQ-INDEX-04,INR,409740.8,344320.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2931,TRD102873,ACC-EQ-INDEX-04,INR,3231622.5,3231622.5,2026-08-20,SETTLEMENT,MATCHED,TRAIN
2932,TRD102874,ACC-EQ-CORE-02,INR,2822595.0,2822595.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2933,TRD102875,ACC-EQ-CORE-02,INR,43095.0,43095.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2934,TRD102876,ACC-EQ-CORE-02,INR,2493600.0,2493600.0,2026-08-02,SETTLEMENT,MATCHED,TEST
2935,TRD102877,ACC-EQ-CORE-02,INR,343580.0,343580.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2936,TRD102878,ACC-EQ-CORE-02,INR,944500.0,944500.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2937,TRD102879,ACC-EQ-CORE-01,INR,169158.0,169158.0,2026-08-17,SETTLEMENT,MATCHED,TEST
2938,TRD102880,ACC-EQ-INDEX-04,INR,235894.0,235894.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
2939,TRD102881,ACC-EQ-ALPHA-03,INR,3673980.0,3673980.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2940,TRD102882,ACC-EQ-CORE-01,INR,1216640.0,1216640.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
2941,TRD102883,ACC-EQ-CORE-02,INR,2757050.0,2757050.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
2942,TRD102884,ACC-EQ-INDEX-04,INR,6576207.75,5526225.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2943,TRD102885,ACC-EQ-CORE-01,INR,2055735.0,2055735.0,2026-08-11,SETTLEMENT,MATCHED,TEST
2944,TRD102886,ACC-EQ-CORE-02,INR,3767840.0,3767840.0,2026-08-03,SETTLEMENT,MATCHED,TEST
2945,TRD102887,ACC-EQ-CORE-02,INR,921190.0,921190.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
2946,TRD102888,ACC-EQ-CORE-02,INR,247608.0,247608.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
2947,TRD102889,ACC-EQ-CORE-02,INR,34340.0,34340.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2948,TRD102890,ACC-EQ-CORE-01,INR,490077.5,490077.5,2026-08-02,SETTLEMENT,MATCHED,TRAIN
2949,TRD102891,ACC-EQ-CORE-02,INR,2147220.0,2147220.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2950,TRD102892,ACC-EQ-CORE-01,INR,1220680.0,1220680.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2951,TRD102892,ACC-EQ-CORE-01,INR,1220680.0,1220680.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2952,TRD102893,ACC-EQ-CORE-01,INR,420860.0,420860.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
2953,TRD102894,ACC-EQ-CORE-01,INR,84481.0,84481.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
2954,TRD102895,ACC-EQ-INDEX-04,INR,424640.0,424640.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
2955,TRD102896,ACC-EQ-CORE-01,INR,338456.0,338456.0,2026-08-09,SETTLEMENT,MATCHED,TEST
2956,TRD102897,ACC-EQ-CORE-01,INR,491325.0,491325.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2958,TRD102899,ACC-EQ-CORE-01,INR,273911.0,273911.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
2959,TRD102900,ACC-EQ-CORE-01,INR,421125.0,421125.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
2960,TRD102901,ACC-EQ-ALPHA-03,INR,46891.0,46891.0,2026-08-13,SETTLEMENT,MATCHED,TEST
2961,TRD102902,ACC-EQ-CORE-02,INR,19462305.0,19462305.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
2962,TRD102903,ACC-EQ-ALPHA-03,INR,42932.5,42932.5,2026-08-18,SETTLEMENT,MATCHED,TEST
2963,TRD102904,ACC-EQ-CORE-01,EUR,2182399.65,2139607.5,2026-08-10,SETTLEMENT,MATCHED,TRAIN
2964,TRD102905,ACC-EQ-CORE-02,INR,2547765.0,2547765.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2965,TRD102906,ACC-EQ-INDEX-04,INR,1767615.0,1767615.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
2966,TRD102907,ACC-EQ-CORE-02,INR,233580.0,233580.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
2967,TRD102908,ACC-EQ-CORE-02,INR,34348.0,34348.0,2026-08-06,SETTLEMENT,MATCHED,TEST
2968,TRD102909,ACC-EQ-ALPHA-03,INR,490977.5,490977.5,2026-08-12,SETTLEMENT,MATCHED,TRAIN
2969,TRD102910,ACC-EQ-CORE-01,INR,486975.0,486975.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
2970,TRD102911,ACC-EQ-CORE-02,INR,236616.0,236616.0,2026-08-15,SETTLEMENT,MATCHED,TEST
2971,TRD102912,ACC-EQ-INDEX-04,INR,34544.0,34544.0,2026-08-20,SETTLEMENT,MATCHED,TEST
2972,TRD102913,ACC-EQ-ALPHA-03,INR,838100.0,838100.0,2026-08-09,SETTLEMENT,MATCHED,TEST
2973,TRD102914,ACC-EQ-CORE-02,INR,1893450.0,1893450.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
2974,TRD102915,ACC-EQ-CORE-02,INR,1262047.5,1262047.5,2026-08-03,SETTLEMENT,MATCHED,TEST
