settlement_id,trade_id,settlement_date,settlement_status,instruction_status,custodian,quantity,amount,ssi_code,split
2961,TRD102960,2026-08-21,SETTLED,INSTRUCTED,KOTAK-CUST,100,168832.0,SSI-IN-0203,TEST
2962,TRD102961,2026-08-09,SETTLED,INSTRUCTED,NOMURA-BROKER,100,196353.0,SSI-JP-3389,TRAIN
2963,TRD102962,2026-08-10,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,824410.0,SSI-DE-5510,TRAIN
2964,TRD102963,2026-08-12,SETTLED,INSTRUCTED,HDFC-CUST,500,2050205.0,SSI-IN-0147,TRAIN
2965,TRD102964,2026-08-04,PENDING,MISSING,HDFC-CUST,1000,1948830.0,,TRAIN
2966,TRD102965,2026-08-11,SETTLED,INSTRUCTED,NOMURA-BROKER,100,169055.0,SSI-JP-3389,TRAIN
2967,TRD102966,2026-08-14,SETTLED,INSTRUCTED,ICICI-CUST,2000,2364200.0,SSI-IN-0091,TRAIN
2968,TRD102967,2026-08-12,FAILED,INCORRECT,KOTAK-CUST,2000,5466220.0,SSI-US-7742,TRAIN
2969,TRD102968,2026-08-15,SETTLED,INSTRUCTED,NOMURA-BROKER,200,34444.0,SSI-JP-3389,TRAIN
2970,TRD102969,2026-08-10,SETTLED,INSTRUCTED,ICICI-CUST,1000,4113740.0,SSI-IN-0091,TRAIN
2971,TRD102970,2026-08-16,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,590660.0,SSI-US-7742,TRAIN
2972,TRD102971,2026-08-02,SETTLED,INSTRUCTED,HDFC-CUST,250,683380.0,SSI-IN-0147,TRAIN
2973,TRD102972,2026-08-02,FAILED,INCORRECT,ICICI-CUST,1500,2848965.0,SSI-JP-3389,TEST
2974,TRD102973,2026-08-04,SETTLED,INSTRUCTED,HDFC-CUST,200,376736.0,SSI-IN-0147,TRAIN
2975,TRD102974,2026-08-20,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,258585.0,SSI-JP-3389,TEST
2976,TRD102975,2026-08-07,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,5684780.0,SSI-DE-5510,TRAIN
2977,TRD102976,2026-08-07,SETTLED,INSTRUCTED,HDFC-CUST,200,336038.0,SSI-IN-0147,TRAIN
2978,TRD102977,2026-08-12,SETTLED,INSTRUCTED,NOMURA-BROKER,100,195493.0,SSI-JP-3389,TEST
2979,TRD102978,2026-08-08,SETTLED,INSTRUCTED,NOMURA-BROKER,500,424240.0,SSI-JP-3389,TRAIN
2980,TRD102979,2026-08-14,SETTLED,INSTRUCTED,KOTAK-CUST,200,825222.0,SSI-IN-0203,TRAIN
2981,TRD102980,2026-08-05,SETTLED,INSTRUCTED,HDFC-CUST,1000,2841430.0,SSI-IN-0147,TRAIN
2982,TRD102981,2026-08-07,PENDING,INSTRUCTED,KOTAK-CUST,200,822930.0,SSI-IN-0203,TRAIN
2983,TRD102982,2026-08-16,SETTLED,INSTRUCTED,KOTAK-CUST,750,931185.0,SSI-IN-0203,TRAIN
2984,TRD102983,2026-08-15,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,100,60731.0,SSI-US-7742,TRAIN
2985,TRD102984,2026-08-16,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,750,931020.0,SSI-DE-5510,TRAIN
2986,TRD102985,2026-08-11,SETTLED,INSTRUCTED,ICICI-CUST,2000,2362700.0,SSI-IN-0091,TEST
2987,TRD102986,2026-08-03,SETTLED,INSTRUCTED,KOTAK-CUST,1000,1689160.0,SSI-IN-0203,TRAIN
2988,TRD102987,2026-08-12,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,4264815.0,SSI-JP-3389,TRAIN
2989,TRD102988,2026-08-14,SETTLED,INSTRUCTED,KOTAK-CUST,100,167669.0,SSI-IN-0203,TRAIN
2990,TRD102989,2026-08-22,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,2000,933860.0,SSI-US-7742,TRAIN
2991,TRD102990,2026-08-08,SETTLED,INSTRUCTED,ICICI-CUST,1500,1765470.0,SSI-IN-0091,TRAIN
2992,TRD102991,2026-08-13,SETTLED,INSTRUCTED,ICICI-CUST,100,60839.0,SSI-IN-0091,TEST
2993,TRD102992,2026-08-15,SETTLED,INSTRUCTED,KOTAK-CUST,1500,704580.0,SSI-IN-0203,TRAIN
2994,TRD102993,2026-08-23,PENDING,INSTRUCTED,MORGANSTANLEY-BROKER,1000,12994810.0,SSI-US-7742,TRAIN
2995,TRD102994,2026-08-15,SETTLED,INSTRUCTED,HDFC-CUST,750,633652.5,SSI-IN-0147,TRAIN
2996,TRD102995,2026-08-11,SETTLED,INSTRUCTED,NOMURA-BROKER,750,2066917.5,SSI-JP-3389,TRAIN
2997,TRD102996,2026-08-11,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,459067.5,SSI-US-7742,TRAIN
2998,TRD102997,2026-08-09,SETTLED,INSTRUCTED,NOMURA-BROKER,500,591620.0,SSI-JP-3389,TRAIN
2999,TRD102998,2026-08-20,SETTLED,INSTRUCTED,KOTAK-CUST,2000,2355420.0,SSI-IN-0203,TRAIN
3000,TRD102999,2026-08-03,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,710102.5,SSI-US-7742,TRAIN
3001,TRD103000,2026-08-08,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,2000,3789060.0,SSI-US-7742,TRAIN
3002,TRD103001,2026-08-02,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,417140.0,SSI-US-7742,TRAIN
3003,TRD103002,2026-08-17,SETTLED,INSTRUCTED,ICICI-CUST,250,709882.5,SSI-IN-0091,TRAIN
3004,TRD103003,2026-08-22,SETTLED,INSTRUCTED,NOMURA-BROKER,1000,1236990.0,SSI-JP-3389,TRAIN
3005,TRD103004,2026-08-06,SETTLED,INSTRUCTED,HDFC-CUST,2000,1696280.0,SSI-IN-0147,TEST
3006,TRD103005,2026-08-20,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,100,284485.0,SSI-DE-5510,TRAIN
3007,TRD103006,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,200,34368.0,SSI-IN-0147,TRAIN
3008,TRD103007,2026-08-05,SETTLED,INSTRUCTED,HDFC-CUST,1000,1882860.0,SSI-IN-0147,TRAIN
3009,TRD103008,2026-08-18,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,19540935.0,SSI-JP-3389,TEST
3010,TRD103009,2026-08-17,SETTLED,INSTRUCTED,ICICI-CUST,1000,846680.0,SSI-IN-0091,TRAIN
3011,TRD103010,2026-08-10,SETTLED,INSTRUCTED,NOMURA-BROKER,500,86610.0,SSI-JP-3389,TRAIN
3012,TRD103011,2026-08-14,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,750,1258860.0,SSI-DE-5510,TRAIN
3013,TRD103012,2026-08-19,SETTLED,INSTRUCTED,KOTAK-CUST,500,2069330.0,SSI-IN-0203,TRAIN
3014,TRD103013,2026-08-15,SETTLED,INSTRUCTED,HDFC-CUST,250,309240.0,SSI-IN-0147,TRAIN
3015,TRD103014,2026-08-16,SETTLED,INSTRUCTED,KOTAK-CUST,500,6470200.0,SSI-IN-0203,TEST
3016,TRD103015,2026-08-02,SETTLED,INSTRUCTED,KOTAK-CUST,500,846520.0,SSI-IN-0203,TRAIN
3017,TRD103016,2026-08-18,PENDING,INSTRUCTED,MORGANSTANLEY-BROKER,1500,915570.0,SSI-US-7742,TRAIN
3018,TRD103017,2026-08-06,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,3687910.0,SSI-US-7742,TRAIN
3019,TRD103018,2026-08-22,SETTLED,INSTRUCTED,ICICI-CUST,100,273607.0,SSI-IN-0091,TRAIN
3020,TRD103019,2026-08-10,SETTLED,INSTRUCTED,HDFC-CUST,750,128775.0,SSI-IN-0147,TRAIN
3021,TRD103020,2026-08-09,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,1667800.0,SSI-US-7742,TRAIN
3022,TRD103021,2026-08-21,SETTLED,INSTRUCTED,KOTAK-CUST,250,474065.0,SSI-IN-0203,TRAIN
3023,TRD103022,2026-08-12,SETTLED,INSTRUCTED,NOMURA-BROKER,250,211290.0,SSI-JP-3389,TEST
3024,TRD103023,2026-08-06,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,418885.0,SSI-US-7742,TRAIN
3025,TRD103024,2026-08-14,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,100,188339.0,SSI-US-7742,TRAIN
3026,TRD103025,2026-08-09,SETTLED,INSTRUCTED,HDFC-CUST,100,167067.0,SSI-IN-0147,TRAIN
3027,TRD103026,2026-08-05,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,933740.0,SSI-JP-3389,TRAIN
3028,TRD103027,2026-08-15,SETTLED,INSTRUCTED,HDFC-CUST,100,84507.0,SSI-IN-0147,TEST
3029,TRD103028,2026-08-04,SETTLED,INSTRUCTED,HDFC-CUST,1000,2738710.0,SSI-IN-0147,TEST
3030,TRD103029,2026-08-07,SETTLED,INSTRUCTED,HDFC-CUST,100,166813.0,SSI-IN-0147,TEST
3031,TRD103030,2026-08-10,FAILED,INCORRECT,NOMURA-BROKER,500,940700.0,SSI-US-7742,TRAIN
3032,TRD103031,2026-08-20,SETTLED,INSTRUCTED,NOMURA-BROKER,750,1417132.5,SSI-JP-3389,TRAIN
3033,TRD103032,2026-08-06,SETTLED,INSTRUCTED,KOTAK-CUST,250,117762.5,SSI-IN-0203,TRAIN
3034,TRD103033,2026-08-15,SETTLED,INSTRUCTED,KOTAK-CUST,2000,5718920.0,SSI-IN-0203,TRAIN
3035,TRD103034,2026-08-17,SETTLED,INSTRUCTED,KOTAK-CUST,2000,25996920.0,SSI-IN-0203,TEST
3036,TRD103035,2026-08-03,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,1034572.5,SSI-DE-5510,TRAIN
3037,TRD103036,2026-08-17,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,7334840.0,SSI-JP-3389,TRAIN
3038,TRD103037,2026-08-12,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,733674.0,SSI-US-7742,TEST
3039,TRD103038,2026-08-11,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,2542155.0,SSI-JP-3389,TRAIN
3040,TRD103039,2026-08-08,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,3342000.0,SSI-DE-5510,TRAIN
3041,TRD103040,2026-08-06,PENDING,INSTRUCTED,ICICI-CUST,250,1025907.5,SSI-IN-0091,TRAIN
3042,TRD103041,2026-08-19,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,1683280.0,SSI-DE-5510,TRAIN
3043,TRD103042,2026-08-17,SETTLED,INSTRUCTED,KOTAK-CUST,100,47060.0,SSI-IN-0203,TEST
3044,TRD103043,2026-08-20,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,294627.5,SSI-US-7742,TRAIN
3045,TRD103044,2026-08-05,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,1894750.0,SSI-DE-5510,TRAIN
3046,TRD103045,2026-08-14,SETTLED,INSTRUCTED,NOMURA-BROKER,250,474490.0,SSI-JP-3389,TEST
3047,TRD103046,2026-08-02,SETTLED,INSTRUCTED,KOTAK-CUST,2000,3339740.0,SSI-IN-0203,TEST
3048,TRD103047,2026-08-14,SETTLED,INSTRUCTED,NOMURA-BROKER,200,377590.0,SSI-JP-3389,TRAIN
3049,TRD103048,2026-08-08,SETTLED,INSTRUCTED,HDFC-CUST,1500,1776570.0,SSI-IN-0147,TRAIN
3050,TRD103049,2026-08-16,FAILED,INCORRECT,ICICI-CUST,750,1253820.0,SSI-IN-0203,TRAIN
3051,TRD103050,2026-08-16,SETTLED,INSTRUCTED,ICICI-CUST,1000,3662180.0,SSI-IN-0091,TRAIN
3052,TRD103051,2026-08-14,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,12994780.0,SSI-US-7742,TRAIN
3053,TRD103052,2026-08-16,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,1176580.0,SSI-DE-5510,TRAIN
3054,TRD103053,2026-08-08,SETTLED,INSTRUCTED,HDFC-CUST,1500,2539020.0,SSI-IN-0147,TRAIN
3055,TRD103054,2026-08-17,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,750,1252440.0,SSI-DE-5510,TRAIN
3056,TRD103055,2026-08-02,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,1891570.0,SSI-DE-5510,TRAIN
3057,TRD103056,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,200,168514.0,SSI-IN-0147,TRAIN
3058,TRD103057,2026-08-11,SETTLED,INSTRUCTED,ICICI-CUST,250,294032.5,SSI-IN-0091,TRAIN
3059,TRD103058,2026-08-07,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,257940.0,SSI-US-7742,TRAIN
3060,TRD103059,2026-08-09,FAILED,INCORRECT,DEUTSCHE-BROKER,1500,4107390.0,SSI-IN-0203,TRAIN
3061,TRD103060,2026-08-07,SETTLED,INSTRUCTED,ICICI-CUST,750,1420050.0,SSI-IN-0091,TRAIN
3062,TRD103061,2026-08-21,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,4127480.0,SSI-US-7742,TRAIN
3063,TRD103062,2026-08-05,SETTLED,INSTRUCTED,HDFC-CUST,500,2054290.0,SSI-IN-0147,TRAIN
3064,TRD103063,2026-08-07,SETTLED,INSTRUCTED,ICICI-CUST,500,621670.0,SSI-IN-0091,TRAIN
3065,TRD103064,2026-08-07,SETTLED,INSTRUCTED,ICICI-CUST,250,3231837.5,SSI-IN-0091,TRAIN
3066,TRD103065,2026-08-19,SETTLED,INSTRUCTED,HDFC-CUST,200,737584.0,SSI-IN-0147,TRAIN
3067,TRD103066,2026-08-11,SETTLED,INSTRUCTED,ICICI-CUST,2000,7396480.0,SSI-IN-0091,TRAIN
3068,TRD103067,2026-08-19,SETTLED,INSTRUCTED,ICICI-CUST,1000,3671400.0,SSI-IN-0091,TRAIN
3069,TRD103068,2026-08-02,SETTLED,INSTRUCTED,ICICI-CUST,250,311245.0,SSI-IN-0091,TRAIN
3070,TRD103069,2026-08-18,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,2359140.0,SSI-DE-5510,TRAIN
3071,TRD103070,2026-08-14,SETTLED,INSTRUCTED,NOMURA-BROKER,1000,3690300.0,SSI-JP-3389,TRAIN
3072,TRD103071,2026-08-05,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,19518465.0,SSI-US-7742,TRAIN
3073,TRD103072,2026-08-05,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,1258395.0,SSI-US-7742,TRAIN
3074,TRD103073,2026-08-08,SETTLED,INSTRUCTED,HDFC-CUST,250,684197.5,SSI-IN-0147,TRAIN
3075,TRD103074,2026-08-07,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,121516.0,SSI-US-7742,TRAIN
3076,TRD103075,2026-08-17,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,547920.0,SSI-US-7742,TRAIN
3077,TRD103076,2026-08-15,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,2000,934540.0,SSI-US-7742,TRAIN
3078,TRD103077,2026-08-08,SETTLED,INSTRUCTED,ICICI-CUST,250,488992.5,SSI-IN-0091,TRAIN
3079,TRD103078,2026-08-02,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,2510850.0,SSI-JP-3389,TEST
3080,TRD103079,2026-08-08,SETTLED,INSTRUCTED,NOMURA-BROKER,100,284616.0,SSI-JP-3389,TEST
3081,TRD103080,2026-08-05,SETTLED,INSTRUCTED,ICICI-CUST,1500,2504970.0,SSI-IN-0091,TRAIN
3082,TRD103081,2026-08-18,SETTLED,INSTRUCTED,HDFC-CUST,250,210915.0,SSI-IN-0147,TRAIN
3083,TRD103082,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,250,923947.5,SSI-IN-0147,TRAIN
3084,TRD103083,2026-08-15,SETTLED,INSTRUCTED,HDFC-CUST,1500,703590.0,SSI-IN-0147,TRAIN
3085,TRD103084,2026-08-07,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,500,86535.0,SSI-US-7742,TRAIN
3086,TRD103085,2026-08-17,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,500,975060.0,SSI-DE-5510,TRAIN
3087,TRD103086,2026-08-19,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,392640.0,SSI-DE-5510,TEST
3088,TRD103087,2026-08-19,SETTLED,INSTRUCTED,KOTAK-CUST,200,93544.0,SSI-IN-0203,TRAIN
3089,TRD103088,2026-08-18,SETTLED,INSTRUCTED,HDFC-CUST,500,2053270.0,SSI-IN-0147,TEST
3090,TRD103089,2026-08-19,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,151975.0,SSI-US-7742,TRAIN
3091,TRD103090,2026-08-21,SETTLED,INSTRUCTED,NOMURA-BROKER,250,43095.0,SSI-JP-3389,TRAIN
3092,TRD103091,2026-08-17,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,100,84481.0,SSI-DE-5510,TRAIN
3093,TRD103092,2026-08-22,SETTLED,INSTRUCTED,NOMURA-BROKER,100,195418.0,SSI-JP-3389,TRAIN
3094,TRD103093,2026-08-10,SETTLED,INSTRUCTED,HDFC-CUST,200,572132.0,SSI-IN-0147,TRAIN
3095,TRD103094,2026-08-05,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,2000,942080.0,SSI-DE-5510,TEST
3096,TRD103095,2026-08-19,SETTLED,INSTRUCTED,NOMURA-BROKER,1500,1771785.0,SSI-JP-3389,TRAIN
3097,TRD103096,2026-08-02,SETTLED,INSTRUCTED,NOMURA-BROKER,2000,1685760.0,SSI-JP-3389,TRAIN
3098,TRD103097,2026-08-14,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,1693710.0,SSI-US-7742,TEST
3099,TRD103098,2026-08-05,SETTLED,INSTRUCTED,HDFC-CUST,1000,1181130.0,SSI-IN-0147,TRAIN
3100,TRD103099,2026-08-20,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,1257870.0,SSI-US-7742,TRAIN
3101,TRD103100,2026-08-15,PENDING,MISSING,NOMURA-BROKER,500,423235.0,,TRAIN
3102,TRD103101,2026-08-20,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,459532.5,SSI-US-7742,TRAIN
3103,TRD103102,2026-08-21,FAILED,INCORRECT,DEUTSCHE-BROKER,2000,2472740.0,SSI-JP-3389,TRAIN
3104,TRD103103,2026-08-14,PENDING,MISSING,DEUTSCHE-BROKER,2000,8247600.0,,TRAIN
3105,TRD103104,2026-08-17,SETTLED,INSTRUCTED,KOTAK-CUST,2000,7346100.0,SSI-IN-0203,TRAIN
3106,TRD103105,2026-08-18,SETTLED,INSTRUCTED,HDFC-CUST,750,1262415.0,SSI-IN-0147,TRAIN
3107,TRD103106,2026-08-16,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,2000,3372100.0,SSI-US-7742,TRAIN
3108,TRD103107,2026-08-11,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,200,339762.0,SSI-US-7742,TRAIN
3109,TRD103108,2026-08-21,SETTLED,INSTRUCTED,HDFC-CUST,1000,1234720.0,SSI-IN-0147,TRAIN
3110,TRD103109,2026-08-03,SETTLED,INSTRUCTED,HDFC-CUST,250,210592.5,SSI-IN-0147,TRAIN
3111,TRD103110,2026-08-11,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,100,46842.0,SSI-US-7742,TRAIN
3112,TRD103111,2026-08-10,SETTLED,INSTRUCTED,KOTAK-CUST,250,3237555.0,SSI-IN-0203,TRAIN
3113,TRD103112,2026-08-03,SETTLED,INSTRUCTED,KOTAK-CUST,500,1430595.0,SSI-IN-0203,TRAIN
3114,TRD103113,2026-08-17,SETTLED,INSTRUCTED,KOTAK-CUST,500,979010.0,SSI-IN-0203,TRAIN
3115,TRD103114,2026-08-16,SETTLED,INSTRUCTED,KOTAK-CUST,500,841095.0,SSI-IN-0203,TRAIN
3116,TRD103115,2026-08-18,PENDING,INSTRUCTED,NOMURA-BROKER,500,1418780.0,SSI-JP-3389,TRAIN
3117,TRD103116,2026-08-02,SETTLED,INSTRUCTED,KOTAK-CUST,1000,4126730.0,SSI-IN-0203,TRAIN
3118,TRD103117,2026-08-08,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,750,3098820.0,SSI-DE-5510,TRAIN
3119,TRD103118,2026-08-17,SETTLED,INSTRUCTED,NOMURA-BROKER,100,46891.0,SSI-JP-3389,TEST
3120,TRD103119,2026-08-22,SETTLED,INSTRUCTED,ICICI-CUST,2000,7335420.0,SSI-IN-0091,TEST
3121,TRD103120,2026-08-05,SETTLED,INSTRUCTED,ICICI-CUST,500,977145.0,SSI-IN-0091,TRAIN
3122,TRD103121,2026-08-11,SETTLED,INSTRUCTED,HDFC-CUST,750,129082.5,SSI-IN-0147,TEST
3123,TRD103122,2026-08-15,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,352252.5,SSI-US-7742,TRAIN
3124,TRD103123,2026-08-14,SETTLED,INSTRUCTED,HDFC-CUST,750,1423965.0,SSI-IN-0147,TEST
3125,TRD103124,2026-08-15,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1000,846540.0,SSI-DE-5510,TEST
3126,TRD103125,2026-08-07,SETTLED,INSTRUCTED,HDFC-CUST,1500,259365.0,SSI-IN-0147,TEST
3127,TRD103126,2026-08-22,SETTLED,INSTRUCTED,NOMURA-BROKER,500,421595.0,SSI-JP-3389,TRAIN
3128,TRD103127,2026-08-11,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,100,273897.0,SSI-DE-5510,TEST
3129,TRD103128,2026-08-12,SETTLED,INSTRUCTED,KOTAK-CUST,750,2765212.5,SSI-IN-0203,TRAIN
3130,TRD103129,2026-08-09,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,210547.5,SSI-US-7742,TRAIN
3131,TRD103130,2026-08-06,SETTLED,INSTRUCTED,KOTAK-CUST,2000,5719840.0,SSI-IN-0203,TRAIN
3132,TRD103131,2026-08-21,SETTLED,INSTRUCTED,ICICI-CUST,200,333922.0,SSI-IN-0091,TRAIN
3133,TRD103132,2026-08-04,SETTLED,INSTRUCTED,ICICI-CUST,250,423270.0,SSI-IN-0091,TRAIN
3134,TRD103133,2026-08-16,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,43170.0,SSI-DE-5510,TRAIN
3135,TRD103134,2026-08-19,SETTLED,INSTRUCTED,NOMURA-BROKER,750,2059942.5,SSI-JP-3389,TRAIN
3136,TRD103135,2026-08-12,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,3687970.0,SSI-US-7742,TRAIN
3137,TRD103136,2026-08-13,SETTLED,INSTRUCTED,HDFC-CUST,750,1413052.5,SSI-IN-0147,TRAIN
3138,TRD103137,2026-08-12,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,339694.0,SSI-DE-5510,TRAIN
3139,TRD103138,2026-08-03,PENDING,MISSING,MORGANSTANLEY-BROKER,200,93362.0,,TEST
3140,TRD103139,2026-08-16,SETTLED,INSTRUCTED,KOTAK-CUST,200,247560.0,SSI-IN-0203,TRAIN
3141,TRD103140,2026-08-13,SETTLED,INSTRUCTED,HDFC-CUST,1000,1677520.0,SSI-IN-0147,TRAIN
3142,TRD103141,2026-08-16,SETTLED,INSTRUCTED,ICICI-CUST,750,9697245.0,SSI-IN-0091,TRAIN
3143,TRD103142,2026-08-11,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,2000,1217040.0,SSI-US-7742,TRAIN
3144,TRD103143,2026-08-19,SETTLED,INSTRUCTED,ICICI-CUST,500,422750.0,SSI-IN-0091,TEST
3145,TRD103144,2026-08-04,SETTLED,INSTRUCTED,NOMURA-BROKER,500,2058755.0,SSI-JP-3389,TRAIN
3146,TRD103145,2026-08-03,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,250,3242635.0,SSI-US-7742,TRAIN
3147,TRD103146,2026-08-07,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,548310.0,SSI-DE-5510,TRAIN
3148,TRD103147,2026-08-15,SETTLED,INSTRUCTED,HDFC-CUST,750,2144872.5,SSI-IN-0147,TRAIN
3149,TRD103148,2026-08-12,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,250,210602.5,SSI-DE-5510,TRAIN
3150,TRD103149,2026-08-22,PENDING,INSTRUCTED,MORGANSTANLEY-BROKER,1000,172840.0,SSI-US-7742,TRAIN
3151,TRD103150,2026-08-17,SETTLED,INSTRUCTED,HDFC-CUST,200,734972.0,SSI-IN-0147,TRAIN
3152,TRD103151,2026-08-17,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,1500,19469325.0,SSI-DE-5510,TRAIN
3153,TRD103152,2026-08-04,SETTLED,INSTRUCTED,KOTAK-CUST,1500,1771950.0,SSI-IN-0203,TEST
3154,TRD103153,2026-08-21,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1500,19399230.0,SSI-US-7742,TRAIN
3155,TRD103154,2026-08-12,SETTLED,INSTRUCTED,ICICI-CUST,1500,2926575.0,SSI-IN-0091,TRAIN
3156,TRD103155,2026-08-19,SETTLED,INSTRUCTED,KOTAK-CUST,100,412208.0,SSI-IN-0203,TRAIN
3157,TRD103156,2026-08-09,SETTLED,INSTRUCTED,NOMURA-BROKER,100,118062.0,SSI-JP-3389,TEST
3158,TRD103157,2026-08-15,PENDING,MISSING,NOMURA-BROKER,200,824482.0,,TEST
3159,TRD103158,2026-08-18,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,750,1416165.0,SSI-US-7742,TRAIN
3160,TRD103159,2026-08-19,SETTLED,INSTRUCTED,KOTAK-CUST,1000,1179520.0,SSI-IN-0203,TRAIN
3161,TRD103160,2026-08-06,SETTLED,INSTRUCTED,MORGANSTANLEY-BROKER,1000,1960670.0,SSI-US-7742,TRAIN
3162,TRD103161,2026-08-23,PENDING,INSTRUCTED,DEUTSCHE-BROKER,250,470550.0,SSI-DE-5510,TRAIN
3163,TRD103162,2026-08-17,SETTLED,INSTRUCTED,ICICI-CUST,500,621265.0,SSI-IN-0091,TRAIN
3164,TRD103163,2026-08-18,SETTLED,INSTRUCTED,KOTAK-CUST,1000,172880.0,SSI-IN-0203,TRAIN
3165,TRD103164,2026-08-08,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,550712.0,SSI-DE-5510,TRAIN
3166,TRD103165,2026-08-05,SETTLED,INSTRUCTED,ICICI-CUST,1500,5546835.0,SSI-IN-0091,TRAIN
3167,TRD103166,2026-08-18,SETTLED,INSTRUCTED,KOTAK-CUST,100,195003.0,SSI-IN-0203,TRAIN
3168,TRD103167,2026-08-21,SETTLED,INSTRUCTED,DEUTSCHE-BROKER,200,549548.0,SSI-DE-5510,TRAIN
3169,TRD103168,2026-08-02,SETTLED,INSTRUCTED,NOMURA-BROKER,1000,172580.0,SSI-JP-3389,TRAIN
3170,TRD103169,2026-08-13,SETTLED,INSTRUCTED,KOTAK-CUST,2000,938520.0,SSI-IN-0203,TRAIN
3171,TRD103170,2026-08-09,SETTLED,INSTRUCTED,KOTAK-CUST,1500,258900.0,SSI-IN-0203,TEST
3172,TRD103171,2026-08-16,SETTLED,INSTRUCTED,NOMURA-BROKER,100,61190.0,SSI-JP-3389,TRAIN
3173,TRD103172,2026-08-02,SETTLED,INSTRUCTED,NOMURA-BROKER,250,419525.0,SSI-JP-3389,TRAIN
